公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
6126,信音企業股份有限公司,信音,電子零組件業,－,新竹縣湖口鄉中正路二段209號,47122187,甘信男,彭朋煌,胡瑞珍,行政財務處處長,史天山,(03)5992862,65/08/25,91/01/18,新台幣                 10.0000元,"1,172,655,870","117,265,587",0,0,合併,每年,董事會,富邦綜合證券股份有限公司,(02)2361-1300,台北市100中正區許昌街17號11樓,安永聯合會計師事務所,林政緯,張志銘,SINGATRON,NO.209.  SECTION 2. CHUNG-CHEN ROAD. HU-KOU HSIANG 　　HSINCHU. TAIWAN R.O.C,(03)5995601,investment@singatron.com.tw,www.singatron.com.tw,胡瑞珍,行政財務處處長,03-5992862*252,amy-hu@singatron.com.tw,http://www.singatron.com.tw/s/1/quality.html
6127,九豪精密陶瓷股份有限公司,九豪,電子零組件業,－,桃園市平鎮區平東路一段160號,86412635,陳清金,陳清金,陳永倉,財務長,施旼秀,(03)450-7531,80/12/02,91/01/10,新台幣                 10.0000元,"1,080,797,510","108,079,751",0,0,合併,每年,股東會,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,許晉銘,徐文亞,LEATEC,"NO.160,  SEC.  1,  PING-TUNG  RD.,  PING-JEN  CITY,　　TAOYUAN  HSIEN,  TAIWAN,  R.O.C.",(03)450-7070,public@leatec.com,www.leatec.com,陳永倉,財務長,(03)450-7531ext5200,france.chen@leatec.com,https://www.leatec.com/zh/Interestedparty.html#interested03
6129,普誠科技股份有限公司,普誠,半導體業,－,新北市新店區寶橋路233-1號2樓,22050539,姜長安,姜長安,胡玉珍,董事長室協理,趙其琳,02-66296288,75/05/15,90/12/25,新台幣                 10.0000元,"1,809,436,750","180,943,675",0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段2號5F,國富浩華聯合會計師事務所,吳孟達,潘金樹,PTC,"2F, No. 233-1, Baociao Road.,Sindian, Taipei, Taiwan, R.O.C.",29160050,jade@princeton.com.tw,http://www.princeton.com.tw,胡玉珍,董事長室協理,02-29162151-25233,jade@princeton.com.tw,http://www.princeton.com.tw/zh-tw/投資人服務/公司治理/利害關係人專區.aspx
6130,上亞科技股份有限公司,上亞科技,生技醫療業,－,臺北市松山區南京東路5段188號9樓之12,84659035,黃坤鍵,黃坤鍵,黃筱玲,財務長,黃坤鍵,02-27132100,83/01/07,91/03/26,新台幣                 10.0000元,"443,000,000","44,300,000","9,300,000",0,合併,每年,股東會,永豐金證券股份有限公司,(02)2381-6288,台北市博愛路17號3樓,國富浩華聯合會計師事務所,王戊昌,陳桂美,SHANGYA,"9F.-12, No. 188, Sec. 5, Nanjing E. Rd., Songshan Dist.,Taipei City10571 , Taiwan R.O.C.",02-27132101,liping@genomeib.com,https://www.singbao.com/,黃筱玲,財務長,02-27132100,bell@genomeib.com,http://www.genomeib.com/about_a_1.html
6134,萬旭電業股份有限公司,萬旭,電子零組件業,－,新北市五股區工業區五工六路72號3樓,22522622,張程欽,張程欽,李秉哲,常務副總,朱紋儀,(02)2298-8066,76/06/04,91/01/08,新台幣                 10.0000元,"725,845,490","72,584,549","5,000,000",0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,林柏全,林鈞堯,WSC,"3F 72 Wu Kong 6th Rd., Wu Ku Industrial DistrictNew Taipei City, Taiwan, ROC.",(02)2298-8131,vicky.chu@wanshih.com.tw,www.wanshih.com.tw,朱紋儀,財務主管,02-22988066,vicky.chu@wanshih.com.tw,www.wanshih.com.tw/ch/about_5.php
6138,茂達電子股份有限公司,茂達,半導體業,－,新竹科學園區新竹市篤行一路6號,16252902,王志信,王志信,王志信,董事長暨總經理,盛剛,(03)5642000,86/10/24,91/01/18,新台幣                 10.0000元,"750,495,000","75,049,500",0,0,合併,每年,董事會,元富證券股份有限公司,(02)27686668,台北市松山區光復北路11巷35號地下一樓,資誠聯合會計師事務所,李典易,白淑蒨,ANPEC,"No. 6 Dusing 1St Rd., SBIPHsin-Chu,Taiwan,R.O.C.",(03)5642050,IR@anpec.com.tw,https://www.anpec.com.tw,林鈺茹,副理,(03)5642000,investor@anpec.com.tw,https://www.esg.anpec.com.tw/investors/article-detail/Stakeholders/
6140,訊達電腦股份有限公司,訊達電腦,資訊服務業,－,台北市中山區建國北路二段147號2樓,30990747,一智投資股份有限公司,蘇文宗,潘薇馨,處經理,莊博勝,02-2501-5568,71/11/08,91/02/04,新台幣                 10.0000元,"464,251,660","46,425,166",0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,池瑞全,黃海悅,DIMENSION,"2F, No.147,Sec. 2,Jianguo N. Rd.,TAIPEI, 104, TAIWAN, ROC",02-2505-5134,vivienne_pan@dimension.com.tw,www.dimension.com.tw,潘薇馨,處經理,02-25015568,vivienne_pan@dimension.com.tw,www.dimension.com.tw
6143,振曜科技股份有限公司,振曜,通信網路業,－,新竹縣竹北市博愛街945號,16084080,呂俊德,林潤生,林志茂,集團執行長,黃子瑋,(03)5535565,86/06/06,91/01/28,新台幣                 10.0000元,"875,068,970","87,506,897",0,0,合併,每年,董事會,元大證券股務代理部,(02)25865859,台北市承德路三段210號地下一樓,安侯建業聯合會計師事務所,黃海寧,鄭安志,"NETRONIX,INC.","No. 945, Boai St.,Jubei City, Hsinchu, 302, Taiwan,R.O.C",(03)5535552,pr@netronixinc.com,www.netronixinc.com,林志茂,集團執行長,(03)5535565-6800,pr@netronixinc.com,http://www.netronixinc.com/investors_D_01.html
6144,得利影視股份有限公司,得利影,文化創意業,－,台北市民權西路53號10樓,89398566,吳昭弘,楊愛麗,楊愛麗,總經理,單慧梅,25962866,84/07/19,91/01/23,新台幣                 10.0000元,"382,737,010","38,273,701","21,682,128",0,合併,每年,股東會,國票綜合證券(股)公司股務代理部,(02)2528-8988,台北市松山區南京東路五段188號15樓,資誠聯合會計師事務所,游淑芬,王菘澤,DMT,"10F, 53, Ming Chuan W. Rd.Taipei, 104 Taiwan",25964829,alice-yang@deltamac.com.tw,www.deltamac.com.tw,楊愛麗,總經理,25962866-607,Alice-Yang@deltamac.com.tw,http://www.deltamac.com.tw/
6146,耕興股份有限公司,耕興,其他電子業,－,新北市汐止區新台五路一段一０六號六樓,97491093,黃文亮,黃文亮,潘鳳雯,財務部協理,周煒哲,(02)26962468,86/05/01,91/01/23,新台幣                 10.0000元,"1,018,671,990","101,867,199",0,0,合併,每年,股東會,凱基證券股份有限公司,(02)23892999,台北市重慶南路一段二號五樓,勤業眾信聯合會計師事務所,謝明忠,洪國田,SPORTON,"6F, No.106, Hsin Tai Wu Rd., Sec.1, Hsi-Chih,Taipei,Taiwan.　　Hsi-Chih,Taipei,Taiwan.",(02)26962255,gracepan@sporton.com.tw,www.sporton.com.tw,周煒哲,總經理室特別助理,(02)26962468 #330,DavidChou@sporton.com.tw,http://www.sporton.com.tw/page.aspx?uid=157
6147,頎邦科技股份有限公司,頎邦,半導體業,－,新竹市新竹科學園區力行五路三號,16130009,吳非艱,高火文,羅世蔚,財務長,王召宜,(03)567-8788,86/07/02,91/01/31,新台幣                 10.0000元,"7,446,755,390","744,675,539",0,0,合併,每年,董事會,元大證券股份有限公司,(02)25865859,台北市大同區承德路三段210號B1,資誠聯合會計師事務所,李典易,王國華,CHIPBOND,"No 3,Li Hsin 5 Rd.,Science-Based Industrial Park　　Hsinchu,Taiwan,R.O.C.",(03)563-8998,Joycew@chipbond.com.tw,www.chipbond.com.tw,鄭凱元,資深專業經理,035678788#26147,alancheng@chipbond.com.tw,www.chipbond.com.tw
6148,驊宏資通股份有限公司,驊宏資,資訊服務業,－,台北市中正區北平東路30號5樓,86468118,廖文鐸,廖文鐸,高郁芬,公司治理主管,王彥淩,(02)2356-3996,80/12/27,91/02/01,新台幣                 10.0000元,"466,037,570","46,603,757",0,0,合併,每季,董事會,群益金鼎證券(股)公司股務代理部,(02)2703-5000,台北市敦化南路二段97號B2,勤業眾信聯合會計師事務所,薛峻泯,陳昭伶,AZION,"5F., No.30, Beiping E. Rd., Jhongjheng District,Taipei City 100, Taiwan (R.O.C.)",(02)2356-3995,ir@azion.com.tw,www.azion.com.tw,高郁芬,發言人,02-23563996#1006,ir@azion.com.tw,www.azion.com.tw
6150,撼訊科技股份有限公司,撼訊,電腦及週邊設備業,－,新北市汐止區新台五路一段79號7樓之7,16238655,張茂松,陳劍威,周忠信,總經理特助,謝文碧,86983000,86/10/08,91/03/11,新台幣                 10.0000元,"483,459,850","48,345,985",0,0,合併,每年,股東會,富邦綜合證券股務代理部,23611300,台北市許昌街17號11樓,勤業眾信聯合會計師事務所,邱盟捷,張青霞,Tul,"7F-7, No.79, Hsin Tai Wu Rd. Sec. 1,HsiChih Dist,NEW TAIPEI CITY, TAIWAN 221, R.O.C.",(02)86983456,invest@tul.com.tw,www.tul.com.tw,周忠信,總經理特助,86983000-8232,charles_chou@tul.com.tw,www.tul.com.tw
6151,晉倫科技股份有限公司,晉倫,其他電子業,－,桃園市大園區南港里11鄰長發路250號,12390496,鐘春重,陳原振,簡嘉毅,經理,李曼瑜,(03)386-8820,71/07/15,91/02/25,新台幣                 10.0000元,"552,573,000","55,257,300",0,0,合併,每年,董事會,統一綜合證券股份有限公司,(02)2746-3797,台北市松山區東興路8號B1樓,正風聯合會計師事務所,黃健瑋,賴家裕,GINAR,"NO. 250, CHANGFA RD, NANGANG VIL, DAYUAN  DIST,TAOYUAN CITY, TAIWAN, R.O.C.",(03)386-3587,ginar@ginar.com.tw,www.ginar.com.tw,簡嘉毅,經理,(03)386-8820,eric@ginar.com.tw,www.ginar.com.tw
6154,順發電腦股份有限公司,順發,電子通路業,－,高雄市807三民區建國二路2號,89743949,吳錦昌,吳錦昌,黃柏峰,品牌開發處,吳錦昌,(07)2366221,84/12/21,91/02/18,新台幣                 10.0000元,"800,800,000","80,080,000",0,0,合併,每年,股東會,華南永昌綜合證券股份有限公司,(02)27186425,台北市105民生東路四段54號4樓,安侯建業聯合會計師事務所,楊博任,許振隆,Sunfar,"No.2, Jianguo 2nd Rd., Sanmin Dist.,Kaohsiung,Taiwan,R.O.C.",(07)2365669,1405@sunfar.com.tw,http://www.sunfar.com.tw,黃柏峰,品牌開發處,(03)5727119#668,1405@sunfar.com.tw,http://www.sunfar.com.tw/sfmoney.aspx
6156,松上電子股份有限公司,松上,電子零組件業,－,新北市土城區忠承路117號4樓,22944019,包仁志,陳添富,徐丸杏,財務長,蔡蕙竹,02-22686867,77/06/13,91/02/19,新台幣                 10.0000元,"967,544,490","96,754,449","16,000,000",0,合併,每年,股東會,台新證券股務代理部,(02)25048125,台北市中山區建國北路一段96號B1,安永聯合會計師事務所,鄭清標,陳國帥,SONG SHANG,"4F.,NO.117, Zhongcheng Rd.,Tucheng Dist New Taipei City,Taiwan",02-22686300,Investors@song-shang.com,www.song-shang.com.tw,蔡蕙竹,經理,(02)22686867分機111,Investors@song-shang.com,www.song-shang.com.tw
6158,禾昌興業股份有限公司,禾昌,電子零組件業,－,桃園市興華路9號,22006020,陳可宣,陳可宣,詹朝貴,財務長,張凱明,03-3766666,75/01/11,91/02/19,新台幣                 10.0000元,"550,307,880","55,030,788",0,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,台北市大同區承德路3段210號地下一樓,勤業眾信會計師事務所,林文欽,高逸欣,P-TWO,"NO.9,SHIN HWA RD,KWEI SHAN IND. PARK　　TAOYUAN, TAIWAN",03-3768026,thomas.yuan@p-two.com.tw,www.p-two.com,詹朝貴,財務長,03-3766666,brad.chan@p-two.com.tw,www.p-two.com
6160,欣技資訊股份有限公司,欣技,電腦及週邊設備業,－,台北市大安區敦化南路二段333號12樓,23058518,廖宜彥,廖宜彥,張家榮,財會處資深經理,李侃陽,02-86471166,77/10/12,91/03/01,新台幣                 10.0000元,"684,891,200","68,489,120",0,0,合併,每年,股東會,元大證券股份有限公司,02-25863117,台北市103承德路3段210號B1.B2,勤業眾信聯合會計師事務所,何瑞軒,黃海悅,Cipherlab,"12F,333 Dunhua S. Rd.,Sec.2 　　Taipei,Taiwan",02-87322255,IR@cipherlab.com.tw,http://www.cipherlab.com.tw,張家榮,資深經理/投資人關係暨發言人,02-86471166,IR@cipherlab.com.tw,http://www.cipherlab.com.tw
6161,捷波資訊股份有限公司,捷波,電腦及週邊設備業,－,新北市新店區北新路三段207號9樓,22178466,莊永順,林建宏,周倩竹,財務長,莊振炎,(02)8913-2711,75/08/04,91/03/01,新台幣                 10.0000元,"749,833,030","74,983,303",0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02)2702-3999,臺北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,林柏全,徐聖忠,JETWAY,"9F, 207, Sec. 3, Beixin Rd.,Xindian Dist., New Taipei City, Taiwan",(02)8913-2722,ir@jetway.com.tw,www.jetway.com.tw,周倩竹,財務長,(02)8913-2711 #100,ir@jetway.com.tw,http://www.jetway.com.tw/tw/corporate.asp?aboutid=6
6163,華電聯網股份有限公司,華電網,通信網路業,－,新北市汐止區新台五路一段108號11樓B棟,84778623,陳國章,陳國章,黃英健,多媒整合服務處副總,謝明燁,(02)26967155,83/05/04,91/03/19,新台幣                 10.0000元,"1,410,502,340","141,050,234",0,0,合併,每年,股東會,富邦綜合證券股份有限公司,(02)2717-1033,台北市許昌街17號11樓,立本台灣聯合會計師事務所,張書成,許坤錫,HWACOM,"11F1,No.108,Hsin-Tai-Wu Rd.,Sec.1　　Hsi-Chih,New Taipei City,Taiwan,R.O.C.",(02)26967199,caroline.hsiao@hwacom.com,www.hwacom.com,黃英健,多媒整合服務處副總,(02)26967155,alex.huang@hwacom.com,www.hwacom.com
6167,久正光電股份有限公司,久正,光電業,－,台中市西屯區工業區六路八號,22100566,王世岳,王世岳,劉紹玲,財務部協理,陳啟琛,04-23558168,80/09/02,91/03/26,新台幣                 10.0000元,"1,621,732,210","162,173,221",0,0,合併,每年,董事會,永豐金證券股務代理部,02-2381-6288,100台北市博愛路17號3樓,安侯建業聯合會計師事務所,王怡文,郭冠纓,POWERTIP,"No.8,6th.Rd.,Taichung Industrial Park,Taichung ,Taiwan ,R.O.C.",04-23558166,www.powertip.com.tw,www.powertip.com.tw,劉紹玲,財務部協理,04-23558168,judy@powertip.com.tw,http://www.powertip.com.tw/investor_3.php
6169,昱泉國際股份有限公司,昱泉,文化創意業,－,臺中市西屯區台灣大道二段633號11樓之5,23296194,洪英超,洪英超,陳玉真,協理,洪英超,04-2253-2568,78/04/18,91/03/22,新台幣                 10.0000元,"233,949,600","23,394,960","4,469,110",0,合併,每年,股東會,富邦綜合證券﹝股﹞公司,02-2361-1300,台北市中正區許昌街十七號二樓,安永聯合會計師事務所,黃子評,黃靖雅,InterServ,"11F.-5, No. 633, Sec. 2, Taiwan Blvd., Xitun Dist.,Taichung City 407619 , Taiwan (R.O.C)",04-2253-5818,financial@interserv.com.tw,www.interserv.com.tw,陳玉真,協理,04-2253-2568,financial@interserv.com.tw,www.interserv.com.tw/tw/index.php
6170,統振股份有限公司,統振,通信網路業,－,台北市內湖區安美街181號,12135600,陳敦仁,何明哲,何明哲,總經理,李伯陽,(02)27965959,66/08/19,91/04/16,新台幣                 10.0000元,"996,700,380","99,670,038","10,000,000",0,合併,每年,董事會,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段６號６樓,勤業眾信聯合會計師事務所,邱鏞銘,劉書琳,WELLDONE,"No.181,AnMei St,NeiHu District,Taipei 114,Taiwan ,R.O.C",(02)27965960,brian_li@welldone.com.tw,WWW.WELLDONE.COM.TW,何明哲,總經理,(02)27965959*1104,brian_li@welldone.com.tw,http://www.welldone.com.tw/Invest/interested_party.php
6171,大城地產股份有限公司,大城地產,建材營造,－,台中市西屯區台灣大道四段839號6樓,89596101,賴源釗,廖祐(人雋),簡淑勤,董事,鄧翔倩,(04)23580031,84/08/14,91/04/22,新台幣                 10.0000元,"1,000,000,000","100,000,000",0,0,個別,每年,董事會,福邦證券股份有限公司,(02)23711658,(100中正區)台北巿忠孝西路1段6號6樓,建智聯合會計師事務所,黃祥穎,曹永仁,Tacheng,"6F., No.839, Sec. 4,    Taiwan Blvd., Xitun    Dist.,Taichung City    407, Taiwan     (R.O.C)",(04)23587511,joyce_deng@aries-net.com.tw,www.aries-net.com.tw,簡淑勤,董事,(04)23580031,chien@bigtown.com.tw,www.aries-net.com.tw/service.php
6173,信昌電子陶瓷股份有限公司,信昌電,電子零組件業,－,桃園市楊梅區高獅路566-1號,23641338,焦佑衡,陳淳學,羅夏盈,處長,黃淑英,(03)475-3355,79/05/21,91/04/19,新台幣                 10.0000元,"1,720,000,000","172,000,000",0,0,合併,每年,股東會,信昌電子陶瓷(股)公司股務辦事處,02-27905885,台北市內湖區行善路398號8樓,勤業眾信聯合會計師事務所,黃毅民,施錦川,P.D.C.,"No.566-1, Kaoshi Rd., Yangmei, 　Taoyuan 326103, Taiwan (R.O.C.)",(03)485-2300,IR@pdc.com.tw,www.pdc.com.tw/,羅夏盈,處長,(03)475-3355,IR@pdc.com.tw,http://www.pdc.com.tw/investor/co_governance.html
6174,安碁科技股份有限公司,安碁,電子零組件業,－,台中市潭子區建國路11-3號,22100469,林逸倫,李靜怡,陳孟成,經理,曾金宏,04-25335978,79/12/01,91/05/02,新台幣                 10.0000元,"500,000,000","50,000,000",0,0,合併,每年,股東會,統一綜合證券股份有限公司,02-27478266,台北市松山區東興路8號1樓,資誠會計師事務所,賴志維,王玉娟,AKER,"No. 11-3, Jianguo Rd., Tanzih Dist.,Taichung City 427, Taiwan R.O.C.",04-25336011,service@aker.com.tw,www.aker.com.tw,陳孟成,經理,04-25335978,billy@aker.com.tw,http://www.aker.com.tw/investors_6.html
6175,立敦科技(股)有限公司,立敦,電子零組件業,－,苗栗縣銅鑼鄉中興工業區中隆二路9號,84607396,吳志銘,柯村忺,王國權,行政管理處協理,陳昌源,(037)222899,82/11/09,91/06/10,新台幣                 10.0000元,"1,432,196,060","143,219,606",0,0,合併,每年,股東會,台新綜合證券(股)公司股務代理部,(02)-25048125,台北市建國北路一段96號地下一樓,安永聯合會計師事務所,凃清淵,羅文振,LITON,"9,Chung  Lung  2Rd,  Chung-Hsing  Ind. Tung Lo Hsiang,Miaoli  Hsien,  Taiwan  R.O.C.",(037)229213,l8256530@ms42.hinet.net,http://www.liton.com.tw,王國權,行政管理處協理,(037)222899轉1201,rogerwang@liton.com.tw,http://www.liton.com.tw/
6179,亞通利大能源股份有限公司,亞通,其他,－,新北市汐止區新台五路一段96號22樓,89491275,呂元瑞,龔誠山,楊智鈞,副總經理,陳明朝,02-86961585,84/04/22,91/05/17,新台幣                 10.0000元,"1,097,041,970","109,704,197",0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,張淑瑩,韓沂璉,ATE ENERGY.INC,"22F., No.96, Sec. 1, Xintai 5th Rd., Xizhi Dist.,New Taipei City, Taiwan",02-86961590,spokesperson@ateenergy.com.tw,www.ateenergy.com.tw,楊智鈞,副總經理,02-86961585,spokesperson@ateenergy.com.tw,www.ateenergy.com.tw
6180,遊戲橘子數位科技股份有限公司,橘子,文化創意業,－,台北市內湖區瑞湖街111號,89550029,劉柏園,劉柏園,蘇信泓,集團財務長,謝湘儀,(02)26588866,84/06/12,91/05/21,新台幣                 10.0000元,"1,754,935,730","175,493,573",0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,(02)23892999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,顏裕芳,林永智,GAMANIA,"No.111, Ruihu St.,Neihu Dist., Taipei City, Taiwan",(02)26588855,ir@gamania.com   /   pr@gamania.com  business@gamania.com,http://www.gamania.com,陳維霞,投資人關係部資深經理,(02)26588866#1019,ir@gamania.com,http://www.gamania.com
6182,合晶科技股份有限公司,合晶,半導體業,－,桃園市龍潭區龍潭科學園區龍園一路100號,16138282,焦平海,張憲元,張憲元,總經理,蔡仲迪,(03)4815001,86/07/24,91/05/16,新台幣                 10.0000元,"5,427,437,300","542,743,730",0,0,合併,每年,股東會,凱基證券股份有限公司股務代理部,(02)23892999,台北市重慶南路一段2號5樓,安永聯合會計師事務所,鄭清標,張志銘,WAFER WORKS,"No.100, Longyuan 1 st Rd., Longtan Science Park,Taoyuan,32542,Taiwan R.O.C.",(03)4815002,public@waferworks.com,Http://www.waferworks.com,蔡仲迪,副處長,03-4815001,public@waferworks.com,Http://www.waferworks.com
6185,幃翔精密股份有限公司,幃翔,電子零組件業,－,新北市土城區自強街11巷1號3樓,22906009,陳文鏗,郭昭正,張素如,財務部經理,鍾宏珊,(02)22672346,77/04/26,91/08/09,新台幣                 10.0000元,"1,498,675,310","149,867,531",0,0,合併,每年,董事會,富邦綜合證券股份有限公司,(02)2361-1300,台北市中正區許昌街 17 號 11 樓,大中國際聯合會計師事務所,林月霞,李聰明,PLASTRON,"3F., No.1, Ln. 11, Ziqiang St.Tucheng Dist., New Taipei City , Taiwan",(02)22681211,spokesman@plastron.com.tw,www.plastron.com.tw,張素如,財務部經理,(02)2267-2346 #1250,spokesman@plastron.com.tw,http://www.plastron.com.tw/stock.asp
6186,新潤興業股份有限公司,新潤,建材營造,－,台北市松山區民生東路三段109號8樓(通訊),16318881,郭長庚,郭長庚,蔣秀婷,業務部副總,廖育嫺,25450899,87/03/30,91/08/02,新台幣                 10.0000元,"1,499,861,290","149,986,129",0,0,個別,每年,董事會,兆豐證券股份有限公司,02-33930898,100台北市忠孝東路二段95號1樓,資誠聯合會計師事務所,李秀玲,黃金連,Shin Ruenn,"8F., No.109, Sec. 3, Minsheng E. Rd., Songshan Dist.,Taipei City 105, Taiwan R.O.C.",25469299,afra@shinruenn.com.tw,http://www.shinruenn.com,蔣秀婷,業務部副總,25450899,afra@shinruenn.com.tw,http://www.shinruenn.com
6187,萬潤科技股份有限公司,萬潤,其他電子業,－,821011 高雄市路竹區路科十路1號,97015768,盧鏡來,歐承恩,盧慧萱,董事長特別助理,王曉梅,(07)607-1828,85/05/24,91/09/27,新台幣                 10.0000元,"856,168,160","85,616,816",0,0,合併,每年,股東會,統一綜合證券股份有限公司,(02)2747-8266,105412 臺北市松山區東興路8號地下1樓,資誠聯合會計師事務所,徐惠榆,林姿妤,ALL RING,"NO.1,Lu-ke 10 Rd.,Lujhu Science Park,Lujhu DistKaohsiung  City ,821011,Taiwan(R.O.C)",(07)695-5556,huihsuan.lu@allring-tech.com.tw,www.allring-tech.com.tw,盧慧萱,董事長特別助理,(07)607-1828,huihsuan.lu@allring-tech.com.tw,www.allring-tech.com.tw
6188,廣明光電股份有限公司,廣明,電腦及週邊設備業,－,桃園市龜山區華亞二路58之2號6樓,16836218,何世池,張嘉峰,李志仁,財務長,陳美娟,03-3288090,88/02/10,91/08/27,新台幣                 10.0000元,"2,783,589,100","278,358,910",0,0,合併,每年,董事會,中國信託銀行代理部,02-66365566,台北市重慶南路一段83號6樓,安侯建業聯合會計師事務所,陳盈如,陳宜君,QSI,"6F.,NO..58-2, Huaya 2nd Rd.,Guishan Dist.,Taoyuan City 33341, Taiwan,R.O.C.",03-3289515,chih-jen.lee@qsitw.com,www.qsitw.com,李志仁,財務長,03-3288090,chih-jen.lee@qsitw.com,http://www.qsitw.com/
6190,萬泰科技股份有限公司,萬泰科,通信網路業,－,桃園市中壢區北園路17號(公司:新北市五股區五工六路72號),04674153,張銘烈,張程雅,許玉秀,副總經理,黃琡媚,03-452-7777,67/06/19,87/02/04,新台幣                 10.0000元,"1,617,911,580","161,791,158",0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市100中正區重慶南路1段83號5樓,資誠聯合會計師事務所,張淑瓊,林柏全,WONDERFUL,"17 PEI-YUAN ROADCHUNG-LI INDUSTRIAL PARK, TAIWAN, R.O.C.",03-4522021,wtc261@wontex.com.tw,http://www.wontex.com,黃琡媚,財務部經理,(02)22988033#261,wtc261@wontex.com.tw,http://www.wontex.com/ch/about_4.php
6194,育富電子股份有限公司,育富,電子零組件業,－,桃園市桃園區新埔六街101號24樓,45082694,劉永幹,劉永幹,許俊彥,財務長,彭明瑜,03-3460289,72/02/21,91/12/05,新台幣                 10.0000元,"480,000,000","48,000,000",0,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,台北市大同區承德路三段210號B1,誠正聯合會計師事務所,林淑玲,黃姿婷,YUFO,"24F., No.101, Xinpu 6th St., Taoyuan Dist., Taoyuan City 330, Taiwan (R.O.C.)Taoyuan City ,  Taiwan (R.O.C.)",03-3464069,webmail@yufo.com.tw,www.yufo.com.tw,許俊彥,財務長,03-3460289,frank_hsu@yufo.com.tw,www.yufo.com.tw
6195,詩肯股份有限公司,詩肯,居家生活,－,桃園市龜山區頂湖一街69號,89403884,林福勤,謝秀珠,何山壯,財務/會計主管,徐佳婕,(03)318-0555,84/10/09,91/10/21,新台幣                 10.0000元,"501,929,420","50,192,942",0,0,合併,每年,董事會,凱基證券股份有限公司,(02)2389-2999,臺北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,陳重成,李麗凰,SCAN-D,"No.69, Dinghu 1st St., Guishan Dist.,Taoyuan City 333, Taiwan.",(03)318-6555,grace@scanteak.com.tw,https://www.topshine.tw,徐佳婕,財務部經理,(03)318-0555#711,grace@scanteak.com.tw,https://www.topshine.tw
6198,瑞築建設股份有限公司,瑞築,半導體業,－,台北市內湖區行善路467號7樓,16759177,陳朝城,郭嘉棟,邱采欣,財務經理,賴春燕,(02)87523988,87/10/29,91/12/26,新台幣                 10.0000元,"1,006,863,500","100,686,350","82,551,000",0,合併,每年,股東會,永豐金證券股務代理部,(02)23816288,台北市中正區博愛路17號3樓,立本台灣聯合會計師事務所,陶鴻文,鄧欣珊,Rich Circle,"7F., No.467, Singshan Rd.,Neihu Dist., Taipei City 114063, Taiwan",(02)87523989,info@richcircle.com.tw,http://www.richcircle.com.tw,邱采欣,財務經理,(02)87523988,sandra_chiu@richcircle.com.tw,http://www.richcircle.com.tw
6199,天品聯合企業股份有限公司,天品,其他,－,桃園市中壢區中山路141號8樓,84228281,李振寬,李娜亞,潘綺霓,課長,溫豐玉,(03)2756356,82/04/03,105/10/07,新台幣                 10.0000元,"617,600,180","61,760,018",0,0,合併,每年,股東會,元大證券股份有限公司,(02)25865859,台北市承德路三段210號地下一樓,國富浩華聯合會計師事務所,吳孟達,林金鳳,TienPin,"8F., No. 141, Zhongshan Rd.,Zhongli Dist., Taoyuan City 320, Taiwan",(03)4261750,linda-p@datafab.com,www.datafab.com,溫豐玉,稽核主管,03-2756356#8112,doris-wen@datafab.com,www.datafab.com
