股票代碼,公司名稱,公司簡稱,產業類別,住址,董事長,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,簽證會計師事務所,英文簡稱,電子郵件信箱,公司網址
5452,佶優科技股份有限公司,佶優,其他電子業,新北市土城區自強街8號,馬康華,80/08/20,89/10/02,新台幣                 10.0000元,"1,487,636,690","148,763,669",合併,每年,董事會,凱基證券(股)公司股務代理部,安侯建業聯合會計師事務所,UNIC,ling@unicgroup.com,www.unicgroup.com
5455,昇益開發股份有限公司,昇益,建材營造,新竹市東區公道五路二段417號11樓,陳文熾,80/07/06,89/10/19,新台幣                 10.0000元,"655,018,130","65,501,813",個別,每年,股東會,台新證券股務代理部,致遠聯合會計師事務所,SY,ssestock@signality.com.tw,www.signality.com.tw
5457,宣德科技股份有限公司,宣德,電子零組件業,桃園市龜山區民生北路一段568號,蔡鎮隆,79/10/16,89/09/29,新台幣                 10.0000元,"1,714,357,000","171,435,700",合併,每年,股東會,台新綜合證券(股)公司股務代理部,資誠聯合會計師事務所,SPEED TECH,PR@speedtech.com.tw,www.speedtech.com.tw
5460,同協電子股份有限公司,同協,電子零組件業,新北市新莊區民安路429巷1號,劉定泮,61/12/14,89/09/28,新台幣                 10.0000元,"587,781,300","58,778,130",合併,每年,董事會,群益金鼎證券股份有限公司,勤業眾信聯合會計師事務所,MUSTANG,Yang_ZH@mustang-group.com,www.mustang-group.com
5464,霖宏科技股份有限公司,霖宏,電子零組件業,嘉義縣民雄鄉福樂村中山路6號,張枋霖,84/06/21,89/11/08,新台幣                 10.0000元,"710,714,900","71,071,490",合併,每年,股東會,群益金鼎證券股份有限公司,安永聯合會計師事務所,LIN HORN,lhtech@lhtech.com.tw,www.lhtech.com.tw
5465,富驊企業股份有限公司,富驊,電腦及週邊設備業,台南市安南區安和路2段54巷225號,柯吉源,73/07/23,89/11/08,新台幣                 10.0000元,"1,476,826,290","147,682,629",合併,每年,股東會,福邦證券股份有限公司,勤業眾信聯合會計師事務所,LFE,stacey-chen@hec-group.com.tw,http://lfe-ww.com/zh-hant/
5468,凱鈺科技股份有限公司,凱鈺,半導體業,新竹科學園區新竹市科技五路6號,胡炳南,83/07/21,90/01/17,新台幣                 10.0000元,"358,229,090","35,822,909",合併,每年,股東會,台新證券股務代理部,勤業眾信聯合會計師事務所,TMTECH,contact@tmtech.com.tw,www.tmtech.com.tw
5474,聰泰科技開發股份有限公司,聰泰,電腦及週邊設備業,臺北市忠孝東路2段88號18樓,趙希政,79/10/01,90/03/20,新台幣                 10.0000元,"403,559,440","40,355,944",個別,每年,董事會,群益金鼎證券股份有限公司,資誠聯合會計師事務所,YUAN,nancy@yuan.com.tw,https://www.yuan.com.tw
5475,德宏工業股份有限公司,德宏,電子零組件業,桃園市楊梅區楊湖路二段718號,劉暉麟,86/03/21,90/01/16,新台幣                 10.0000元,"1,271,270,170","127,127,017",合併,每年,股東會,中國信託商業銀行代理部,安永聯合會計師事務所,GLOTECH,eric.chen@glotechgf.com,http://www.glotechgf.com
5478,智冠科技股份有限公司,智冠,文化創意業,高雄市前鎮區擴建路1-16號13樓,王俊博,72/07/15,90/03/29,新台幣                 10.0000元,"1,560,743,320","156,074,332",合併,每季,董事會,元大證券股份有限公司,勤業眾信聯合會計師事務所,SOFT-WORLD,ir@soft-world.com.tw,www.soft-world.com
5481,新華泰富股份有限公司,新華,其他,台北市中山區長春路328號8樓之1,李文杰,79/06/18,90/04/27,新台幣                 10.0000元,"714,028,910","71,402,891",合併,每年,董事會,中國信託商業銀行代理部,安侯建業聯合會計師事務所,SINOTACT,investor@sinotact.com,http://www.sinotact.com/
5483,中美矽晶製品股份有限公司,中美晶,半導體業,新竹科學園區新竹市工業東二路八號四樓,徐秀蘭,70/01/21,90/03/02,新台幣                 10.0000元,"5,862,216,510","586,221,651",合併,每半會計年度,董事會,元大證券股份有限公司股務代理部,安侯建業聯合會計師事務所,SAS,IR@saswafer.com,http://www.saswafer.com
5487,通泰積體電路股份有限公司,通泰,半導體業,新北市中和區建一路166號6樓,福豐盛投資股份有限公司,75/10/14,90/02/20,新台幣                 10.0000元,"242,225,160","24,222,516",合併,每年,股東會,第一金證券股份有限公司,安永聯合會計師事務所,TONTEK,Spokesman@tontek.com.tw,www.tontek.com.tw
5488,松普科技股份有限公司,松普,電子零組件業,桃園市龜山區大華里頂湖五街三號,駱國呈,72/05/21,90/03/12,新台幣                 10.0000元,"915,861,240","91,586,124",合併,每年,股東會,福邦證券股份有限公司,霈昇聯合會計師事務所,SP,service@tw.sunfpu.com,http://www.sunfpu.com.tw
5489,彩富電子股份有限公司,彩富,其他電子業,台北市內湖區洲子街116號,陳春生,80/07/16,90/03/12,新台幣                 10.0000元,"1,027,064,410","102,706,441",合併,每年,股東會,群益金鼎證券股份有限公司,勤業眾信聯合會計師事務所,DYNACOLOR,finance@dynacolor.com.tw,http://www.dynacolor.com.tw
5490,同亨科技股份有限公司,同亨,電腦及週邊設備業,新竹縣科學園區工業東九路三十號四樓,張永銘,86/04/08,90/05/14,新台幣                 10.0000元,"961,522,010","96,152,201",合併,每年,董事會,富邦綜合證券(股)公司股務代理部,安侯建業聯合會計師事務所,XAC,leo_hsu@xac.com.tw,https://www.xac.com.tw
5493,三聯科技股份有限公司,三聯,其他電子業,台北市大安區復興南路一段390號5樓之3,林大鈞,56/02/20,90/05/03,新台幣                 10.0000元,"416,088,150","41,608,815",合併,每半會計年度,董事會,中國信託商業銀行代理部,資誠聯合會計師事務所,Sanlien,sanlien@sanlien.com,www.sanlien.com
5498,凱崴電子股份有限公司,凱崴,電子零組件業,桃園市桃園區大林里21鄰興邦路32號,周邦基,86/02/27,90/03/29,新台幣                 10.0000元,"1,923,135,450","192,313,545",合併,每年,股東會,宏遠證券股份有限公司,勤業眾信聯合會計師事務所,KEY WARE,fin-key@key-ware.com.tw,www.key-ware.com.tw
5508,永信建設開發股份有限公司,永信建,建材營造,高雄市新興區六合路183號12樓,陳俊銘,76/04/02,87/05/13,新台幣                 10.0000元,"2,174,281,330","217,428,133",個別,每年,董事會,元大證券(股)公司股務代理部,勤業眾信聯合會計師事務所,YCDC,ysinfo@yungshin.com.tw,www.ys-construction.com.tw
5511,德昌營造股份有限公司,德昌,建材營造,台中市北區五常里五權路401-1號1樓,黃政勇,75/05/20,87/12/09,新台幣                 10.0000元,"1,134,400,000","113,440,000",合併,每年,董事會,永豐金證券股份有限公司,冠恆聯合會計師事務所,TE  CHANG,ray.chuang@tccon.com.tw,www.tccon.com.tw
5512,力麒建設股份有限公司,力麒,建材營造,104台北市中山區吉林路99號8樓,郭淑珍,81/07/30,87/12/04,新台幣                 10.0000元,"7,439,927,120","743,992,712",合併,每年,股東會,台新證券股務代理部,安侯建業聯合會計師事務所,RICH,k7008750@rhd.com.tw,www.rhd.com.tw
5514,三豐建設股份有限公司,三豐,建材營造,台北市長安東路二段173號7樓,洪炳耀,77/01/21,87/12/29,新台幣                 10.0000元,"2,162,255,300","216,225,530",合併,每年,股東會,元富證券股份有限公司,安永聯合會計師事務所,SUN FON,safo7225@ms27.hinet.net,www.sunfon.com.tw
5516,雙喜營造股份有限公司,雙喜,建材營造,新竹市民族路186號,邱宏章,71/01/14,88/03/23,新台幣                 10.0000元,"500,439,060","50,043,906",個別,每年,股東會,元大證券股份有限公司,安侯建業聯合會計師事務所,SUN-SEA,CHEN@SUNSEA.COM.TW,http://www.sunsea.com.tw/
5520,力泰建設企業股份有限公司,力泰,建材營造,台北市士林區延平北路七段七號,吳良材,65/05/06,88/10/27,新台幣                 10.0000元,"599,752,450","59,975,245",合併,每年,董事會,群益金鼎證券股份有限公司,霈昇聯合會計師事務所,Lihtai,lietai@ms2.hinet.net,https://www.lihtai.com
5523,豐謙建設股份有限公司,豐謙,建材營造,40360臺中市西區臺灣大道2段501號25樓之1,袁玉麒,73/04/30,88/12/27,新台幣                 10.0000元,"1,550,014,640","155,001,464",合併,每年,董事會,永豐金證券股份有限公司,資誠聯合會計師事務所,FONG CHIEN,service@fong-chien.com.tw,www.fong-chien.com.tw
5529,鉅陞國際開發股份有限公司,鉅陞,建材營造,台北市中山區松江路122號2樓,褚學忠,59/11/09,85/01/12,新台幣                 10.0000元,"868,374,810","86,837,481",合併,每年,股東會,永豐金證券股份有限公司,資誠聯合會計師事務所,MEGA,sunny@mega-building.com,https://mega-international.com.tw
5530,龍巖股份有限公司,龍巖,其他,台北市南港區經貿二路195號16樓,KELLY LEE,76/03/27,89/10/04,新台幣                 10.0000元,"4,200,841,990","420,084,199",合併,每年,董事會,富邦綜合證券(股)公司股務代理部,安侯建業聯合會計師事務所,LUNG YEN,https://www.lyls.com.tw/SitePage/contact,www.lyls.com.tw
5536,聖暉工程科技股份有限公司,聖暉*,其他電子業,台中市西屯區文心路二段201號19樓之1,梁進利,68/02/19,99/11/10,新台幣                  5.0000元,"620,404,650","124,080,930",合併,每半會計年度,董事會,凱基證券股份有限公司,安侯建業聯合會計師事務所,ACTER,invest@acter.com.tw,http://www.acter.com.tw
5543,桓鼎股份有限公司,桓鼎-KY,建材營造,"Grand Cayman KY1-1208, Cayman Islands",張建智,98/11/10,105/05/09,新台幣                 10.0000元,"393,044,590","39,304,459",合併,每年,股東會,兆豐證券股務代理部,資誠聯合會計師事務所,Buima,service@buimagroup.com,www.buima.com.tw
5548,安倉營造股份有限公司,安倉,建材營造,台北市中山區松江路223號6樓,張欣夷,64/11/17,113/03/18,新台幣                 10.0000元,"397,000,000","39,700,000",個別,每年,董事會,福邦證券股份有限公司,安侯建業會計師事務所,ANCANG,ac@ancang.com,http://www.ancang.com/
5601,臺聯貨櫃通運股份有限公司,台聯櫃,航運業,基隆市七堵區堵南里三合街二號,簡東捷,62/07/16,83/11/24,新台幣                 10.0000元,"648,000,000","64,800,000",個別,每年,股東會,群益金鼎證券股份有限公司,安永會計師事務所,TACT,tactc@ms24.hinet.net,www.tactc.com.tw/
5603,陸海股份有限公司,陸海,航運業,新北市汐止區大同路2段171-1號12樓,何英津,62/06/21,86/01/25,新台幣                 10.0000元,"1,048,766,070","104,876,607",合併,每年,股東會,亞東證券股份有限公司,資誠聯合會計師事務所,SEA&LAND,vivian@sea-land.com.tw,www.sea-land.com.tw
5604,中連誠企業股份有限公司,中連,其他,台中市西屯區工業區一路7號,蘇南州,43/08/09,86/05/22,新台幣                 10.0000元,"1,087,829,680","108,782,968",合併,每年,董事會,亞東證券股份有限公司,維揚聯合會計師事務所,CLTC,fin@cltc.com.tw,www.cltc.com.tw
5609,中菲行國際物流股份有限公司,中菲行,航運業,台北市114民權東路六段160號11樓,錢堯懷,74/08/02,90/10/15,新台幣                 10.0000元,"1,428,840,000","142,884,000",合併,每年,董事會,元大證券股份有限公司,安侯建業聯合會計師事務所,DIMERCO,jack_ruan@dimerco.com,http://www.dimerco.com
5701,劍湖山世界股份有限公司,劍湖山,觀光餐旅,雲林縣古坑鄉永光村大湖口六十七號,尤義賢,75/08/07,87/03/12,新台幣                 10.0000元,"1,430,000,000","143,000,000",合併,每年,股東會,群益金鼎證券股份有限公司,國富浩華聯合會計師事務所,JFS,customer@mail.janfusun.com.tw,http://www.janfusun.com.tw
5703,亞都麗緻大飯店股份有限公司,亞都麗緻,觀光餐旅,台北市中山區民權東路二段41號,周永銘,66/05/25,88/06/15,新台幣                 10.0000元,"702,395,940","70,239,594",合併,每年,董事會,凱基證券股份有限公司,國富浩華聯合會計師事務所,Landis Taipei,lsc@landisgroup.com.tw,http://taipei.landishotelsresorts.com/chinese-trad
5704,知本老爺大酒店股份有限公司,老爺知,觀光餐旅,台東縣卑南鄉溫泉村龍泉路113巷23號,廖年祈,81/11/29,88/12/21,新台幣                 10.0000元,"388,616,580","38,861,658",個別,每年,董事會,台新證券股務代理部,資誠聯合會計師事務所,Chihpen Royal,jacky.lu@cp.hotelroyal.com.tw,http://www.hotelroyal.com.tw/chihpen/
5864,致和證券股份有限公司,致和證,金融業,台南市北區西門路三段十號,王文促,78/11/04,107/04/02,新台幣                 10.0000元,"3,084,811,220","308,481,122",個別,每年,股東會,統一綜合證券股份有限公司,正風聯合會計師事務所,CIS,mis@jyhher.com.tw,www.wintan.com.tw
5878,台名保險經紀人股份有限公司,台名,金融業,臺北市館前路49號11樓,李正之,91/10/18,103/10/28,新台幣                 10.0000元,"250,243,030","25,024,303",合併,每年,董事會,國票綜合證券(股)公司股務代理部,勤業眾信聯合會計師事務所,TABC,tabc5878@tabc.com.tw,http://www.tabc.com.tw
5902,德記洋行股份有限公司,德記,居家生活,臺南市永康區中正路301號,黃瑞典,76/02/05,87/02/07,新台幣                 10.0000元,"945,000,000","94,500,000",合併,每年,股東會,統一證券股務代理部,資誠聯合會計師事務所,Tait,jane_hsu@taitnet.com.tw,http://www.tait.com.tw
5903,全家便利商店股份有限公司,全家,居家生活,台北市中山北路二段61號7樓,葉榮廷,77/08/18,91/02/25,新台幣                 10.0000元,"2,232,200,000","223,220,000",合併,每年,董事會,永豐金證券(股)公司股務代理部,資誠聯合會計師事務所,FamilyMart,service@family.com.tw,www.family.com.tw
5904,寶雅國際股份有限公司,寶雅,居家生活,台南市民族路三段74號,陳建造,86/03/12,91/09/06,新台幣                 10.0000元,"1,034,929,710","103,492,971",個別,每年,董事會,華南永昌綜合證券股份有限公司,資誠聯合會計師事務所,Poya,fin888@poya.com.tw,www.poya.com.tw
5905,南仁湖育樂股份有限公司,南仁湖,觀光餐旅,高雄市苓雅區光華一路206號21樓之2,鍾嘉村,78/11/21,92/06/17,新台幣                 10.0000元,"2,498,246,370","249,824,637",合併,每年,董事會,兆豐證券股份有限公司,資誠聯合會計師事務所,NRL,sandy@kentington.com.tw,http://www.nanrenhu.com.tw/
6015,宏遠證券股份有限公司,宏遠證,金融業,台北市信義路四段236號3至5樓及7樓,姜克勤,50/12/08,85/07/25,新台幣                 10.0000元,"3,512,515,950","351,251,595",合併,每年,董事會,宏遠證券股務代理部,安永聯合會計師事務所,HORIZON Sec.,spokesman@honsec.com.tw,http://www.honsec.com.tw
6016,康和綜合證券股份有限公司,康和證,金融業,臺北市基隆路1段176號B1、9樓部分、10樓部分、14樓部分、15樓,鄭大宇,79/07/25,85/12/04,新台幣                 10.0000元,"5,944,549,860","594,454,986",合併,每年,股東會,福邦證券(股)公司股務代理部,勤業眾信聯合會計師事務所,concords,eileen.shou@concords.com.tw,www.concords.com.tw/Default.aspx
6020,大展證券股份有限公司,大展證,金融業,台北市大同區承德路一段17號17樓,李玉萍,77/06/17,92/01/23,新台幣                 10.0000元,"2,523,531,540","252,353,154",合併,每年,董事會,兆豐證券股份有限公司,安永聯合會計師事務所,TACHAN,service@mail.tachan.com.tw,www.tachan.com.tw
6021,美好證券股份有限公司,美好證,金融業,臺北市民生東路二段一七四、一七六號四樓,黃谷涵,77/07/07,92/04/21,新台幣                 10.0000元,"3,111,509,740","311,150,974",合併,每半會計年度,董事會,中國信託股務代理部,勤業眾信聯合會計師事務所,GOOD FINANCE,computer@mail.tcstock.com.tw,www.goodfinance.com
6023,元大期貨股份有限公司,元大期貨,金融業,台北市中山區南京東路2段77號2樓(部分)、3樓、4樓、5樓,林添富,86/04/09,96/11/28,新台幣                 10.0000元,"2,899,762,880","289,976,288",合併,每年,股東會,元大證券股務代理部,資誠聯合會計師事務所,Yuanta Futures,futures@yuanta.com,http://www.yuantafutures.com.tw/
6026,福邦證券股份有限公司,福邦證,金融業,台北市忠孝西路1段6號5、6、7樓,黃炳鈞,78/09/05,105/01/27,新台幣                 10.0000元,"3,961,618,410","396,161,841",合併,每年,董事會,康和證券集團股務代理部,勤業眾信會計師事務所,GFS,trade@mail.gfortune.com.tw,www.gfortune.com.tw
6101,寬魚國際股份有限公司,寬魚國際,文化創意業,台北市大安區復興南路二段268號12樓,邱漢中,78/10/26,90/03/29,新台幣                 10.0000元,"1,164,223,710","116,422,371",合併,每年,董事會,國票綜合證券(股)公司股務代理部,資誠聯合會計師事務所,KIC,byron@kwans.com.tw,https://kwansinternational.wixsite.com/kwansintern
6103,合邦電子股份有限公司,合邦,半導體業,新竹巿科學工業園區園區二路11號8樓,柯拔希,85/01/22,90/05/07,新台幣                 10.0000元,"136,048,910","13,604,891",合併,每年,股東會,元大證券股份有限公司,聯捷聯合會計師事務所,AVID,sso@avid.com.tw,http://www.avid.com.tw
6104,創惟科技股份有限公司,創惟,半導體業,新北市新店區北新路三段205號13樓,王國肇,86/04/02,90/05/22,新台幣                 10.0000元,"906,799,570","90,679,957",合併,每年,董事會,中國信託商業銀行代理部,安侯建業聯合會計師事務所,GLI,IR@genesyslogic.com.tw,www.genesyslogic.com
6109,亞元科技股份有限公司,亞元,通信網路業,台北市大安區基隆路四段43號研揚大樓7樓,嚴維群,79/04/06,90/07/26,新台幣                 10.0000元,"675,744,140","67,574,414",合併,每年,董事會,台新證券股務代理部,大中國際聯合會計師事務所,AtechOEM,Rogeryu@atechoem.com,www.atechoem.com
6111,大宇資訊股份有限公司,大宇資,文化創意業,台北市大安區敦化南路2段77號22樓之1,凃俊光,87/08/03,90/08/08,新台幣                 10.0000元,"1,038,835,510","103,883,551",合併,每年,股東會,元大證券股務代理部,安永聯合會計師事務所,SOFTSTAR,otc@softstar.com.tw,group.softstar.com.tw
6113,亞矽科技股份有限公司,亞矽,電子通路業,台北市內湖區洲子街58號7樓,蔡伯宜,75/04/04,90/08/10,新台幣                 10.0000元,"500,471,000","50,047,100",合併,每年,董事會,凱基證券股份有限公司,安侯建業聯合會計師事務所,ASEC,asec@asec.com.tw,https://www.asec.com.tw
6114,久威國際股份有限公司,久威,電子零組件業,台北市內湖區陽光街365巷39號3樓,湯慧芳,71/07/01,90/09/27,新台幣                 10.0000元,"439,119,370","43,911,937",合併,每年,股東會,凱基證券(股)公司股務代理部,資誠聯合會計師事務所,JUIC,investor@juic.com.tw,http://www.juic.com.tw
6118,建達國際股份有限公司,建達,電子通路業,新北市新店區中正路531號5樓,陳文琦,84/11/01,90/10/25,新台幣                 10.0000元,"908,895,730","90,889,573",合併,每年,股東會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,Xander,Andy_Huang@xander.com.tw,www.xander.com.tw
6121,新普科技股份有限公司,新普,電腦及週邊設備業,新竹縣湖口鄉八德路二段471號,宋福祥,81/04/16,90/11/27,新台幣                 10.0000元,"1,849,705,190","184,970,519",合併,每半會計年度,董事會,台新綜合證券股務代理部,勤業眾信聯合會計師事務所,SMP,Jeanie_Wei@simplo.com.tw,www.simplo.com.tw
6122,擎邦國際科技工程股份有限公司,擎邦,電機機械,台北市內湖區瑞光路210號5樓,洪健峰,71/08/21,89/07/14,新台幣                 10.0000元,"743,729,830","74,372,983",合併,每年,董事會,富邦綜合證券股份有限公司代理部,安侯建業聯合會計師事務所,KPEC,kacct@kpec.com.tw,www.kpec.com.tw
6123,上奇科技股份有限公司,上奇,資訊服務業,台北市內湖區瑞光路76巷33號3樓,許承強,80/07/27,91/01/23,新台幣                 10.0000元,"620,894,300","62,089,430",合併,每季,董事會,元大證券股份有限公司,安永聯合會計師事務所,GrandTech,PR@grandtech.com,www.grandtech.com
6124,業強科技股份有限公司,業強,電子零組件業,(115)臺北市南港區三重路１９-１３號７樓,王台光,83/12/23,91/03/19,新台幣                 10.0000元,"1,824,799,450","182,479,945",合併,每年,股東會,凱基證券股份有限公司,安侯建業聯合會計師事務所,YCTC,Wenhow_Cheng@yctc.com.tw,https://cht.yctc.com.tw
6125,廣運機械工程股份有限公司,廣運,光電業,新北市瑞芳區頂坪路瑞芳工業區69號,謝清褔,65/07/12,91/01/23,新台幣                 10.0000元,"2,490,111,500","249,011,150",合併,每年,董事會,統一綜合證券股份有限公司,勤業眾信聯合會計師事務所,KENMEC,ken@kenmec.com,http://www.kenmec.com
6126,信音企業股份有限公司,信音,電子零組件業,新竹縣湖口鄉中正路二段209號,甘信男,65/08/25,91/01/18,新台幣                 10.0000元,"1,257,953,560","125,795,356",合併,每年,董事會,富邦綜合證券股份有限公司,安永聯合會計師事務所,SINGATRON,investment@singatron.com.tw,www.singatron.com.tw
6127,九豪精密陶瓷股份有限公司,九豪,電子零組件業,桃園市平鎮區平東路一段160號,陳清金,80/12/02,91/01/10,新台幣                 10.0000元,"1,080,797,510","108,079,751",合併,每年,股東會,福邦證券股份有限公司,勤業眾信聯合會計師事務所,LEATEC,public@leatec.com,www.leatec.com
6129,普誠科技股份有限公司,普誠,半導體業,新北市新店區寶橋路233-1號2樓,姜長安,75/05/15,90/12/25,新台幣                 10.0000元,"1,809,436,750","180,943,675",合併,每年,股東會,凱基證券股份有限公司股務代理部,國富浩華聯合會計師事務所,PTC,jade@princeton.com.tw,http://www.princeton.com.tw
6130,上亞科技股份有限公司,上亞科技,生技醫療業,臺北市松山區南京東路5段188號9樓之12,黃坤鍵,83/01/07,91/03/26,新台幣                 10.0000元,"443,000,000","44,300,000",合併,每年,股東會,永豐金證券股份有限公司,國富浩華聯合會計師事務所,SHANGYA,liping@genomeib.com,https://www.singbao.com/
6134,萬旭電業股份有限公司,萬旭,電子零組件業,新北市五股區工業區五工六路72號3樓,張程欽,76/06/04,91/01/08,新台幣                 10.0000元,"725,845,490","72,584,549",合併,每年,股東會,中國信託商業銀行代理部,資誠聯合會計師事務所,WSC,vicky.chu@wanshih.com.tw,www.wanshih.com.tw
6138,茂達電子股份有限公司,茂達,半導體業,新竹科學園區新竹市篤行一路6號,王志信,86/10/24,91/01/18,新台幣                 10.0000元,"750,495,000","75,049,500",合併,每年,董事會,元富證券股份有限公司,資誠聯合會計師事務所,ANPEC,IR@anpec.com.tw,https://www.anpec.com.tw
6140,訊達電腦股份有限公司,訊達電腦,資訊服務業,台北市中山區建國北路二段147號2樓,一智投資股份有限公司,71/11/08,91/02/04,新台幣                 10.0000元,"464,251,660","46,425,166",合併,每年,股東會,群益金鼎證券股份有限公司,勤業眾信聯合會計師事務所,DIMENSION,vivienne_pan@dimension.com.tw,www.dimension.com.tw
6143,振曜科技股份有限公司,振曜,通信網路業,新竹縣竹北市博愛街945號,呂俊德,86/06/06,91/01/28,新台幣                 10.0000元,"875,068,970","87,506,897",合併,每年,董事會,元大證券股務代理部,安侯建業聯合會計師事務所,"NETRONIX,INC.",pr@netronixinc.com,www.netronixinc.com
6144,得利影視股份有限公司,得利影,文化創意業,台北市民權西路53號10樓,吳昭弘,84/07/19,91/01/23,新台幣                 10.0000元,"382,737,010","38,273,701",合併,每年,股東會,國票綜合證券(股)公司股務代理部,資誠聯合會計師事務所,DMT,alice-yang@deltamac.com.tw,www.deltamac.com.tw
6146,耕興股份有限公司,耕興,其他電子業,新北市汐止區新台五路一段一０六號六樓,黃文亮,86/05/01,91/01/23,新台幣                 10.0000元,"1,018,671,990","101,867,199",合併,每年,股東會,凱基證券股份有限公司,勤業眾信聯合會計師事務所,SPORTON,gracepan@sporton.com.tw,www.sporton.com.tw
6147,頎邦科技股份有限公司,頎邦,半導體業,新竹市新竹科學園區力行五路三號,吳非艱,86/07/02,91/01/31,新台幣                 10.0000元,"7,446,755,390","744,675,539",合併,每年,董事會,元大證券股份有限公司,資誠聯合會計師事務所,CHIPBOND,Joycew@chipbond.com.tw,www.chipbond.com.tw
6148,驊宏資通股份有限公司,驊宏資,資訊服務業,台北市中正區北平東路30號5樓,廖文鐸,80/12/27,91/02/01,新台幣                 10.0000元,"466,037,570","46,603,757",合併,每季,董事會,群益金鼎證券(股)公司股務代理部,勤業眾信聯合會計師事務所,AZION,ir@azion.com.tw,www.azion.com.tw
6150,撼訊科技股份有限公司,撼訊,電腦及週邊設備業,新北市汐止區新台五路一段79號7樓之7,張茂松,86/10/08,91/03/11,新台幣                 10.0000元,"483,459,850","48,345,985",合併,每年,股東會,富邦綜合證券股務代理部,勤業眾信聯合會計師事務所,Tul,invest@tul.com.tw,www.tul.com.tw
6151,晉倫科技股份有限公司,晉倫,其他電子業,桃園市大園區南港里11鄰長發路250號,鐘春重,71/07/15,91/02/25,新台幣                 10.0000元,"552,573,000","55,257,300",合併,每年,董事會,統一綜合證券股份有限公司,正風聯合會計師事務所,GINAR,ginar@ginar.com.tw,www.ginar.com.tw
6154,順發電腦股份有限公司,順發,電子通路業,高雄市807三民區建國二路2號,吳錦昌,84/12/21,91/02/18,新台幣                 10.0000元,"800,800,000","80,080,000",合併,每年,股東會,華南永昌綜合證券股份有限公司,安侯建業聯合會計師事務所,Sunfar,1405@sunfar.com.tw,http://www.sunfar.com.tw
6156,松上電子股份有限公司,松上,電子零組件業,新北市土城區忠承路117號4樓,包仁志,77/06/13,91/02/19,新台幣                 10.0000元,"967,633,780","96,763,378",合併,每年,股東會,台新證券股務代理部,安永聯合會計師事務所,SONG SHANG,Investors@song-shang.com,www.song-shang.com.tw
6158,禾昌興業股份有限公司,禾昌,電子零組件業,桃園市興華路9號,陳可宣,75/01/11,91/02/19,新台幣                 10.0000元,"550,307,880","55,030,788",合併,每年,股東會,元大證券股份有限公司,勤業眾信會計師事務所,P-TWO,thomas.yuan@p-two.com.tw,www.p-two.com
6160,欣技資訊股份有限公司,欣技,電腦及週邊設備業,台北市大安區敦化南路二段333號12樓,廖宜彥,77/10/12,91/03/01,新台幣                 10.0000元,"684,891,200","68,489,120",合併,每年,股東會,元大證券股份有限公司,勤業眾信聯合會計師事務所,Cipherlab,IR@cipherlab.com.tw,http://www.cipherlab.com.tw
6161,捷波資訊股份有限公司,捷波,電腦及週邊設備業,新北市新店區北新路三段207號9樓,莊永順,75/08/04,91/03/01,新台幣                 10.0000元,"749,833,030","74,983,303",合併,每年,股東會,群益金鼎證券股份有限公司,資誠聯合會計師事務所,JETWAY,ir@jetway.com.tw,www.jetway.com.tw
6163,華電聯網股份有限公司,華電網,通信網路業,新北市汐止區新台五路一段108號11樓B棟,陳國章,83/05/04,91/03/19,新台幣                 10.0000元,"1,410,502,340","141,050,234",合併,每年,股東會,富邦綜合證券股份有限公司,立本台灣聯合會計師事務所,HWACOM,caroline.hsiao@hwacom.com,www.hwacom.com
6167,久正光電股份有限公司,久正,光電業,台中市西屯區工業區六路八號,王世岳,80/09/02,91/03/26,新台幣                 10.0000元,"1,621,732,210","162,173,221",合併,每年,董事會,永豐金證券股務代理部,安侯建業聯合會計師事務所,POWERTIP,www.powertip.com.tw,www.powertip.com.tw
6169,昱泉國際股份有限公司,昱泉,文化創意業,臺中市西屯區台灣大道二段633號11樓之5,洪英超,78/04/18,91/03/22,新台幣                 10.0000元,"233,949,600","23,394,960",合併,每年,股東會,富邦綜合證券﹝股﹞公司,安永聯合會計師事務所,InterServ,financial@interserv.com.tw,www.interserv.com.tw
6170,統振股份有限公司,統振,通信網路業,台北市內湖區安美街181號,陳敦仁,66/08/19,91/04/16,新台幣                 10.0000元,"996,700,380","99,670,038",合併,每年,董事會,福邦證券股份有限公司,勤業眾信聯合會計師事務所,WELLDONE,brian_li@welldone.com.tw,WWW.WELLDONE.COM.TW
6171,大城地產股份有限公司,大城地產,建材營造,台中市西屯區台灣大道四段839號6樓,賴源釗,84/08/14,91/04/22,新台幣                 10.0000元,"1,000,000,000","100,000,000",個別,每年,董事會,福邦證券股份有限公司,建智聯合會計師事務所,Tacheng,joyce_deng@aries-net.com.tw,www.aries-net.com.tw
6173,信昌電子陶瓷股份有限公司,信昌電,電子零組件業,桃園市楊梅區高獅路566-1號,焦佑衡,79/05/21,91/04/19,新台幣                 10.0000元,"1,720,000,000","172,000,000",合併,每年,股東會,信昌電子陶瓷(股)公司股務辦事處,勤業眾信聯合會計師事務所,P.D.C.,IR@pdc.com.tw,www.pdc.com.tw/
