公司代號,公司名稱,公司簡稱,產業類別,住址,董事長,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,簽證會計師事務所,英文簡稱,電子郵件信箱,公司網址
3257,虹冠電子工業股份有限公司,虹冠電,半導體業,新竹科學工業園區新竹市東區園區二路11號5樓,方敏宗,1987/12/30,100/03/21,新台幣                 10.0000元,"799,865,900","79,986,590",合併,每年,董事會,福邦證券股份有限公司股務代理部,安永聯合會計師事務所,CHAMPION,invest@championmicro.com.tw,http://www.championmicro.com.tw
3266,昇陽建設企業股份有限公司,昇陽,建材營造,台北市大安區忠孝東路四段289號12樓,麥寬成,1982/3/17,103/12/24,新台幣                 10.0000元,"3,523,143,090","352,314,309",合併,每年,股東會,富邦綜合證券股份有限公司,安侯建業聯合會計師事務所,SUNTY,mag_chen@sunty.com.tw,http://www.sunty.com.tw
3296,勝德國際研發股份有限公司,勝德,電子零組件業,新北市中和區中山路二段407號10樓,周義雄,1989/11/14,1996/12/31,新台幣                 10.0000元,"967,244,500","96,724,450",合併,每年,股東會,褔邦證券股份有限公司股務代理部,安侯建業聯合會計師事務所,POWERTECH,powertech@power-tech.com.tw,www.power-tech.com.tw
3305,昇貿科技股份有限公司,昇貿,其他電子業,桃園市觀音區大潭北路665號,李三蓮,1967/4/24,1997/7/10,新台幣                 10.0000元,"1,342,374,740","134,237,474",合併,每年,股東會,凱基證券股份有限公司,安侯建業聯合會計師事務所,SHENMAO,stock@shenmao.com,http://www.shenmao.com
3308,聯德電子股份有限公司,聯德,電子零組件業,桃園市龜山區科技一路69號,陳銘智,1977/2/2,1997/3/12,新台幣                 10.0000元,"600,000,000","60,000,000",合併,每年,股東會,福邦證券股份有限公司股務代理部,勤業眾信會計師事務所,BESTEC,anita@bestec.com.tw,www.bestec.com.tw
3311,閎暉實業股份有限公司,閎暉,通信網路業,新北市淡水區奎柔山路73號,焦佑衡,1990/10/26,1993/3/8,新台幣                 10.0000元,"680,000,000","68,000,000",合併,每年,股東會,元大證券股份有限公司,勤業眾信聯合會計師事務所,Silitech,spokesperson@silitech.com,www.silitech.com
3312,弘憶國際股份有限公司,弘憶股,電子通路業,台北市內湖區行忠路57號2樓,葉佳紋,1984/10/6,1999/12/29,新台幣                 10.0000元,"1,626,254,550","162,625,455",合併,每年,股東會,群益金鼎證券股份有限公司股代部,安侯建業會計師事務所,G.M.I,service@gmitec.com,http://www.gmitec.com
3321,同泰電子科技股份有限公司,同泰,電子零組件業,台中市大甲區青年路123號,曾子章,1979/11/19,104/12/15,新台幣                 10.0000元,"971,597,930","97,159,793",合併,每年,股東會,宏遠證券股份有限公司,資誠聯合會計師事務所,UNIFLEX,public@uniflex.com.tw,http://www.uniflex.com.tw
3338,泰碩電子股份有限公司,泰碩,電子零組件業,(114)台北市內湖區瑞光路302號3樓,彭朋煌,1983/9/23,102/12/13,新台幣                 10.0000元,"879,081,410","87,908,141",合併,每年,股東會,群益金鼎證券股份有限公司,安侯建業聯合會計師事務所,TAISOL,dodo.wu@taisol.com,http://www.taisol.com
3346,麗清科技股份有限公司,麗清,汽車工業,新北市中和區民享街4號,劉美秀,1988/8/27,105/12/19,新台幣                 10.0000元,"1,148,496,940","114,849,694",合併,每年,股東會,元大證券股份有限公司,勤業眾信聯合會計師事務所,Laster Tech,sweeoadmin@lastertech.com,www.lastertech.com
3356,奇偶科技股份有限公司,奇偶,光電業,台北市內湖區內湖路一段246號9樓,戴光正,1987/2/3,1994/3/28,新台幣                 10.0000元,"898,221,030","89,822,103",合併,每年,董事會,富邦綜合證券股份有限公司,資誠聯合會計師事務所,GeoVision,ir@geovision.com.tw,https://www.geovision.com.tw
3376,新日興股份有限公司,新日興,電子零組件業,新北市樹林區俊英街一七四號,呂勝男,1957/6/28,1996/12/31,新台幣                 10.0000元,"1,877,483,460","187,748,346",合併,每年,股東會,台新證券股務代理部,勤業眾信聯合會計師事務所,SZS,juan@szs.com.tw,https://www.szs-group.com/
3380,明泰科技股份有限公司,明泰,通信網路業,新竹科學園區新竹市力行七路8號,黃文芳,1992/9/4,1993/12/20,新台幣                 10.0000元,"5,417,184,600","541,718,460",合併,每年,董事會,中國信託商業銀行代理部,安侯建業聯合會計師事務所,Alpha,IR@alphanetworks.com,www.alphanetworks.com
3406,玉晶光電股份有限公司,玉晶光,光電業,台中市大雅區中部科學工業園區科雅東路一號,陳天慶,1979/2/8,1994/12/20,新台幣                 10.0000元,"1,127,430,630","112,743,063",合併,每半會計年度,董事會,永豐金證券股份有限公司,安永聯合會計師事務所,GSEO,mcgwire.chao@gseo.com,http://www.gseo.com
3413,京鼎精密科技股份有限公司,京鼎,半導體業,(35053)新竹科學園區苗栗縣竹南鎮科中路16號,劉揚偉,1990/4/26,104/07/28,新台幣                 10.0000元,"974,392,890","97,439,289",合併,每年,董事會,福邦證券股份有限公司,資誠聯合會計師事務所,Fiti,fitistock@foxsemicon.com,http://www.foxsemicon.com.tw/
3416,融程電訊股份有限公司,融程電,電腦及週邊設備業,新北市三重區興德路111-6號9樓,呂谷清,1985/1/23,104/01/23,新台幣                 10.0000元,"783,219,410","78,321,941",合併,每年,董事會,群益金鼎證券股份有限公司,安永聯合會計師事務所,Winmate,IR@winmate.com.tw,www.winmate.com.tw
3419,譁裕實業股份有限公司,譁裕,通信網路業,新竹市公道五路二段326號,鄒宓富,1970/11/18,1997/1/21,新台幣                 10.0000元,"1,204,804,170","120,480,417",合併,每年,股東會,台新證券股務代理部,勤業眾信聯合會計師事務所,WHAYU,IR@whayu.com,www.whayu.com
3432,台端興業股份有限公司,台端,電子零組件業,新北市中和區中正路880號13樓,林樂堯,1977/5/24,1999/12/30,新台幣                 10.0000元,"422,300,000","42,230,000",合併,每年,股東會,富邦綜合證券股務代理部,勤業眾信聯合會計師事務所,TAI TWUN,stock@taitwun.com,http://www.taitwun.com.tw
3437,榮創能源科技股份有限公司,榮創,光電業,新竹縣湖口鄉新竹工業區工業五路13號,方榮熙,1988/10/2,103/07/09,新台幣                 10.0000元,"1,445,480,000","144,548,000",合併,每年,股東會,福邦證券股份有限公司,資誠聯合會計師事務所,AOT,ir@aot.com.tw,www.aot.com.tw
3443,創意電子股份有限公司,創意,半導體業,新竹科學工業園區新竹市力行六路十號,曾繁城,1987/1/22,1995/11/3,新台幣                 10.0000元,"1,340,119,110","134,011,911",合併,每年,股東會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,GUC,irinfo@guc-asic.com,www.guc-asic.com
3447,展達通訊股份有限公司,展達,通信網路業,新北市三重區光復路二段69號22樓,呂進宗,1986/10/17,111/12/15,新台幣                 10.0000元,"770,536,200","77,053,620",合併,每年,董事會,中國信託商業銀行代理部,資誠聯合會計師事務所,XAVi,ir@xavi.com.tw,www.xavi.com.tw
3450,聯鈞光電股份有限公司,聯鈞,半導體業,新北市中和區橋安街35號10樓,鄭祝良,1989/9/27,1995/4/12,新台幣                 10.0000元,"1,456,813,820","145,681,382",合併,每年,股東會,富邦綜合證券(股)公司股務代理部,勤業眾信聯合會計師事務所,ELASER,elaser@elaser.com.tw,http://www.elaser.com.tw
3454,晶睿通訊股份有限公司,晶睿,光電業,新北市中和區連城路192號6樓,羅永堅,1989/2/8,100/07/22,新台幣                 10.0000元,"865,678,930","86,567,893",合併,每年,股東會,兆豐證券股份有限公司,資誠聯合會計師事務所,VIVOTEK,pr@vivotek.com,www.vivotek.com
3481,群創光電股份有限公司,群創,光電業,新竹科學園區苗栗縣竹南鎮科學路160號,洪進揚,1992/1/14,1995/10/24,新台幣                 10.0000元,"90,786,333,380","9,078,633,338",合併,每年,股東會,福邦證券股份有限公司,資誠聯合會計師事務所,INX,ir@innolux.com,http://www.innolux.com
3494,誠研科技股份有限公司,誠研,電腦及週邊設備業,新北市新店區北新路三段207-2號7樓,光風投資有限公司代表人：黃茯,1990/2/9,1996/12/13,新台幣                 10.0000元,"1,440,000,000","144,000,000",合併,每年,股東會,統一證券股務代理部,信永中和聯合會計師事務所,HiTi,LIST3494@MS.TWSE.COM.TW,www.hiti.com
3501,維熹科技股份有限公司,維熹,電子零組件業,台北市內湖區新湖三路196號,吳瑞雄,1991/9/3,1996/9/20,新台幣                 10.0000元,"1,182,579,270","118,257,927",合併,每年,董事會,福邦證券股份有限公司,資誠聯合會計師事務所,Well Shin,ws_ir@wellshin.com.tw,www.wellshin.com.tw
3504,揚明光學股份有限公司,揚明光,光電業,新竹科學園區新安路7號,林惠姿,1991/2/18,1996/1/26,新台幣                 10.0000元,"1,140,597,850","114,059,785",合併,每年,股東會,台新綜合證券(股)公司股務代理部,安永聯合會計師事務所,Young Optics,webmail@youngoptics.com,www.youngoptics.com
3515,華擎科技股份有限公司,華擎,電腦及週邊設備業,臺北市北投區中央南路二段37號2樓,童旭田,1991/5/10,1996/11/8,新台幣                 10.0000元,"1,216,357,290","121,635,729",合併,每年,董事會,凱基證券股份有限公司,安永聯合會計師事務所,ASROCK,Edward9_Chen@asrock.com.tw,http://www.asrock.com.tw
3518,柏騰科技股份有限公司,柏騰,其他電子業,桃園市蘆竹區南山路一段108巷2號,陳在樸,1984/10/20,1996/11/28,新台幣                 10.0000元,"840,422,300","84,042,230",合併,每年,股東會,台新綜合證券股務代理部,勤業眾信聯合會計師事務所,PT TECH.,mingi@pttech.com.tw,www.pttech.com.tw
3528,安馳科技股份有限公司,安馳,電子通路業,新北市汐止區新台五路一段75號21樓,李瑞西,1989/12/26,105/05/18,新台幣                 10.0000元,"666,259,660","66,625,966",個別,每年,董事會,富邦綜合證券股份有限公司,安永聯合會計師事務所,ANSTEK,ethan.lin@macnica.com,https://www.macnica.com/apac/anstek/zh_tw/
3530,晶相光電股份有限公司,晶相光,半導體業,新竹市科學工業園區力行一路10-2號4樓,何新平,1993/5/24,107/07/16,新台幣                 10.0000元,"784,559,000","78,455,900",合併,每年,股東會,群益金鼎證券(股)公司股務代理部,勤業眾信聯合會計師事務所,SOI,ir@soinc.com.tw,www.soinc.com.tw
3532,台塑勝高科技股份有限公司,台勝科,半導體業,台北市敦化北路201號7樓388室,林健男,1984/11/21,1996/12/10,新台幣                 10.0000元,"3,878,483,000","387,848,300",合併,每年,董事會,本公司股務室,勤業眾信會計師事務所,FST,comment@fstech.com.tw,www.fstech.com.tw
3533,嘉澤端子工業股份有限公司,嘉澤,電子零組件業,基隆市安樂區武訓街15號,朱德祥,1975/8/23,1996/12/10,新台幣                 10.0000元,"1,114,721,180","111,472,118",合併,每年,股東會,永豐金證券股份有限公司,安侯建業會計師事務所,LOTES,samliu@lotestech.com,https://www.lotes.cc/
3535,晶彩科技股份有限公司,晶彩科,光電業,新竹縣竹北市環北路二段197號,陳永華,1989/3/10,1997/1/31,新台幣                 10.0000元,"790,523,560","79,052,356",合併,每年,股東會,台新證券股務代理部,勤業眾信聯合會計師事務所,Favite,Minnie@favite.com,http://www.favite.com
3543,州巧科技股份有限公司,州巧,光電業,(30351)新竹縣湖口鄉新竹工業區光復路42號,李樹裔,1989/6/9,109/04/15,新台幣                 10.0000元,"892,631,500","89,263,150",合併,每年,董事會,福邦證券(股)公司,資誠聯合會計師事務所,JOCHU,ir1@jochu.com,http://www.jochu.com/
3545,敦泰電子股份有限公司,敦泰,半導體業,新竹縣竹北市環科一路23號11樓之1,胡正大,1995/1/3,1996/7/3,新台幣                 10.0000元,"2,194,870,490","219,487,049",合併,每年,股東會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,FocalTech,ir@focaltech-electronics.com,http://www.focaltech-electronics.com
3550,聯穎科技股份有限公司,聯穎,電子零組件業,新北市中和區建八路16號4樓,何鈞銜,1976/4/30,1999/11/10,新台幣                 10.0000元,"875,500,000","87,550,000",合併,每年,董事會,兆豐證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,COPARTNER,carol@copartner.com.tw,http://www.copartner.com.tw
3557,嘉威生活股份有限公司,嘉威,居家生活,臺北市大安區信義路4段296號14樓之4,黃清森,1994/4/21,1997/2/27,新台幣                 10.0000元,"803,004,150","80,300,415",合併,每年,董事會,富邦綜合證券(股)公司,安永聯合會計師事務所,JiaWei,services@jiaweils.com,www.jiaweils.com
3563,牧德科技股份有限公司,牧德,光電業,新竹科學園區工業東二路2之3號,汪光夏,1987/6/9,108/04/02,新台幣                 10.0000元,"581,462,340","58,146,234",合併,每半會計年度,董事會,中國信託商業銀行股份有限公司,安侯建業聯合會計師事務所,MACHVISION,spokesman@machvision.com.tw,www.machvision.com.tw
3576,聯合再生能源股份有限公司,聯合再生,光電業,新竹科學工業園區新竹市力行三路7號,洪傳獻,1994/8/26,1998/1/12,新台幣                 10.0000元,"16,277,953,750","1,627,795,375",合併,每年,董事會,中國信託商業銀行代理部,安侯建業聯合會計師事務所,URE,spokesman1@urecorp.com,http://www.urecorp.com
3583,辛耘企業股份有限公司,辛耘,半導體業,台北市內湖區瑞光路208號11樓,謝宏亮,1968/10/17,102/03/12,新台幣                 10.0000元,"803,280,000","80,328,000",合併,每年,董事會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,Scientech,investor@scientech.com.tw,www.scientech.com.tw
3588,通嘉科技股份有限公司,通嘉,半導體業,新竹縣竹北市台元二街1號4F-1,高育坤,1991/9/18,1998/8/14,新台幣                 10.0000元,"589,003,430","58,900,343",合併,每年,董事會,群益金鼎證券(股)公司股務代理部,勤業眾信會計師事務所,LD,ir@leadtrend.com.tw,http://www.leadtrend.com.tw
3591,艾笛森光電股份有限公司,艾笛森,光電業,新北市中和區橋和路17號17樓,吳建榮,1990/10/4,1999/11/12,新台幣                 10.0000元,"1,436,094,350","143,609,435",合併,每年,股東會,富邦綜合證券股份有限公司,安侯建業聯合會計師事務所,EDISON OPTO,investor@edison-opto.com.tw,www.edison-opto.com
3592,瑞鼎科技股份有限公司,瑞鼎,半導體業,(30078)新竹科學園區新竹市力行路23號2樓,黃裕國,1992/10/23,111/01/07,新台幣                 10.0000元,"758,552,260","75,855,226",合併,每年,董事會,台新證券股務代理部,安侯建業聯合會計師事務所,Raydium,Raydium@rad-ic.com,www.rad-ic.com
3593,力銘科技股份有限公司,力銘,電子零組件業,高雄市左營區菜公一路62巷15號,尤惠法,1992/12/22,1998/3/16,新台幣                 10.0000元,"930,424,160","93,042,416",合併,每年,股東會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,logah,brady.huang@logah.com,http://www.logah.com
3596,智易科技股份有限公司,智易,通信網路業,新竹市東區光復路二段8號8樓,陳瑞聰,1992/5/9,1998/3/11,新台幣                 10.0000元,"2,203,543,210","220,354,321",合併,每年,董事會,中國信託商業銀行代理部,安侯建業聯合會計師事務所,Arcadyan,investor@arcadyan.com,www.arcadyan.com
3605,宏致電子股份有限公司,宏致,電子零組件業,桃園市中壢區東園路13號,袁万丁,1985/11/7,1998/3/26,新台幣                 10.0000元,"1,344,177,090","134,417,709",合併,每年,董事會,凱基證券股份有限公司股務代理部,安侯建業聯合會計師事務所,ACES,ir@acesconn.com,www.acesconn.com
3607,谷崧精密工業股份有限公司,谷崧,電子零組件業,桃園市中壢區中正路1274巷48號,洪煥青,1978/6/14,1998/10/28,新台幣                 10.0000元,"1,216,622,390","121,662,239",合併,每年,董事會,台新證券股務代理部,勤業眾信聯合會計師事務所,Coxon,coxontw@coxongroup.com,www.coxongroup.com
3617,碩天科技股份有限公司,碩天,其他電子業,台北市內湖區金莊路26號11樓,郭瑾,1986/6/27,1998/12/23,新台幣                 10.0000元,"910,087,590","91,008,759",合併,每半會計年度,董事會,群益金鼎證券股務代理部,勤業眾信聯合會計師事務所,CyberPower,investor@cyberpower.com,www.cyberpower.com/tw/zh/investor
3622,洋華光電股份有限公司,洋華,光電業,桃園市觀音區觀音工業區經建一路31號,白志強,1991/7/30,1998/3/25,新台幣                 10.0000元,"1,513,276,000","151,327,600",合併,每年,董事會,康和綜合證券(股)公司股務代理部,安侯建業聯合會計師事務所,YFO,SHARONHO@YFO.COM.TW,www.yfo.com.tw
3645,達邁科技股份有限公司,達邁,電子零組件業,新竹縣新埔鎮文德路三段127號,吳聲昌,1989/6/22,100/10/05,新台幣                 10.0000元,"1,322,052,940","132,205,294",合併,每年,股東會,群益金鼎證券股份有限公司,勤業眾信聯合會計師事務所,TMT,kevin_chen@taimide.com.tw,www.taimide.com.tw
3652,精聯電子股份有限公司,精聯,電腦及週邊設備業,新北市新店區寶橋路235巷136號5樓,葉佳紋,1997/1/15,111/09/21,新台幣                 10.0000元,"750,975,000","75,097,500",合併,每年,董事會,台新證券股務代理部,安永聯合會計師事務所,Unitech elec.,invest@tw.ute.com,http://www.ute.com/
3653,健策精密工業股份有限公司,健策,電子零組件業,桃園市龜山區文化里19鄰科技一路40號,趙宗信,1976/3/28,1998/11/18,新台幣                 10.0000元,"1,408,168,300","140,816,830",合併,每年,董事會,中國信託商業銀行代理部,資誠聯合會計師事務所,JENTECH,spokesperson@jentech.com.tw,www.jentech.com.tw
3661,世芯電子股份有限公司,世芯-KY,半導體業,114 台北市內湖區文湖街12號9樓,關建英,1992/2/27,103/10/28,新台幣                 10.0000元,"783,657,310","78,365,731",合併,每年,股東會,中國信託商業銀行代理部,勤業眾信聯合會計師事務所,Alchip,IR@alchip.com,www.alchip.com
3665,貿聯控股(BizLink Holding Inc.),貿聯-KY,其他電子業,23553新北市中和區建一路186號3樓,梁華哲,1989/6/1,100/04/21,新台幣                 10.0000元,"1,634,295,910","163,429,591",合併,每年,董事會,中國信託商業銀行 代理部,資誠聯合會計師事務所,BHI (BizLink),ir@bizlinktech.com,http://www.bizlinktech.com
3669,圓展科技股份有限公司,圓展,通信網路業,新北市土城區大安路157號8樓,郭重松,1997/1/7,100/08/25,新台幣                 10.0000元,"929,199,500","92,919,950",合併,每年,股東會,永豐金證券股份有限公司,勤業眾信聯合會計師事務所,AVer,ir.avi@aver.com,www.aver.com
3673,"TPK Holding Co., Ltd.",TPK-KY,光電業,台北市內湖區民權東路六段13之18號(訴訟及非訟代理人聯絡處),江朝瑞,1994/11/21,1999/10/29,新台幣                 10.0000元,"4,066,637,590","406,663,759",合併,每年,股東會,元大證券股份有限公司,勤業眾信聯合會計師事務所,TPK,Stock@tpk.com,http://www.tpk.com
3679,新至陞科技股份有限公司,新至陞,電子零組件業,新北市新莊區化成路11巷36號,陳標福,1969/6/27,100/10/05,新台幣                 10.0000元,"630,402,290","63,040,229",合併,每年,董事會,中國信託商業銀行代理部,安侯建業聯合會計師事務所,Nishoku,service@nishoku.com.tw,www.nishoku.com.tw
3686,達能科技股份有限公司,達能,半導體業,新竹市東區慈雲路118號19樓之8,方震銘,1996/11/9,1999/7/20,新台幣                 10.0000元,"764,951,180","76,495,118",合併,每年,股東會,中國信託商業銀行代理部,資誠聯合會計師事務所,Danen,pr@danentech.com,http://www.danentech.com
3694,海華科技股份有限公司,海華,通信網路業,新北市新店區寶中路94號8樓,程建中,1994/4/13,100/05/03,新台幣                 10.0000元,"1,525,688,080","152,568,808",合併,每年,股東會,元大證券股份有限公司,勤業眾信聯合會計師事務所,AzureWave,investor@azurewave.com,www.azurewave.com
3701,大眾全球投資控股股份有限公司,大眾控,電腦及週邊設備業,台北市內湖區陽光街300號1至9樓,簡民智,1993/8/30,1993/8/30,新台幣                 10.0000元,"2,346,758,410","234,675,841",合併,每年,股東會,福邦證券股份有限公司股務代理部,資誠聯合會計師事務所,FICG,ANDY_LO@FIC.COM.TW,http://www.ficg.com.tw/
3702,大聯大控股股份有限公司,大聯大,電子通路業,臺北市南港區經貿二路189號22樓,黃偉祥,1994/11/9,1994/11/9,新台幣                 10.0000元,"18,790,568,330","1,679,056,833",合併,每年,股東會,群益金鼎證券股份有限公司,資誠聯合會計師事務所,WPG,ir@wpgholdings.com,www.WPGholdings.com
3703,欣陸投資控股股份有限公司,欣陸,建材營造,臺北市大安區敦化南路二段九十五號,殷琪,1999/4/8,1999/4/8,新台幣                 10.0000元,"8,232,159,800","823,215,980",合併,每年,董事會,台新證券股務代理部,安侯建業聯合會計師事務所,CHC,ir@continental-holdings.com,http://www.continental-holdings.com
3704,合勤投資控股股份有限公司,合勤控,通信網路業,新竹市公道五路2段363號3樓,朱順一,1999/8/16,1999/8/16,新台幣                 10.0000元,"4,094,894,700","409,489,470",合併,每年,股東會,兆豐證券股份有限公司,安侯建業聯合會計師事務所,Zyxel Group,IR@zyxelgroup.com,http://www.zyxelgroup.com
3705,永信國際投資控股股份有限公司,永信,生技醫療業,台北市松山區民權東路三段181號11樓,李芳信,100/01/03,100/01/03,新台幣                 10.0000元,"2,664,229,830","266,422,983",合併,每年,董事會,元大證券股份有限公司,安侯建業聯合會計師事務所,Y.S.H.,ysh@yungshingroup.com,www.yungshingroup.com
3706,神達投資控股股份有限公司,神達,電腦及週邊設備業,桃園市龜山區文化二路202號,苗豐強,102/09/12,102/09/12,新台幣                 10.0000元,"12,065,567,890","1,206,556,789",合併,每年,董事會,中國信託商業銀行股份有限公司,資誠聯合會計師事務所,MHC,stock@mic.com.tw,www.mitac.com
3708,上緯國際投資控股股份有限公司,上緯投控,綠能環保,南投市東閔路588號,蔡朝陽,105/08/31,105/08/31,新台幣                 10.0000元,"985,422,610","98,542,261",合併,每年,股東會,台新證券股務代理部,安侯建業聯合會計師事務所,Swancor,swancor@swancor.com,http://www.swancor.com/tw/
3711,日月光投資控股股份有限公司,日月光投控,半導體業,高雄市楠梓區經三路26號,張虔生,107/04/30,107/04/30,新台幣                 10.0000元,"43,925,502,370","4,392,550,237",合併,每年,董事會,統一綜合證券(股)公司,勤業眾信聯合會計師事務所,ASEH,ir@aseglobal.com,www.aseglobal.com
3712,永崴投資控股股份有限公司,永崴投控,電腦及週邊設備業,新北市土城區中央路四段49號,郭台強,107/10/01,107/10/01,新台幣                 10.0000元,"2,462,421,460","246,242,146",合併,每年,董事會,福邦證券股份有限公司,資誠聯合會計師事務所,FIT,-,www.fit-holding.com
3714,富采投資控股股份有限公司,富采,光電業,新竹市東區自由路67號9樓之1,彭双浪,110/01/06,110/01/06,新台幣                 10.0000元,"7,529,404,600","752,940,460",合併,每年,董事會,宏遠證券股份有限公司,資誠聯合會計師事務所,ENNOSTAR,ir@Ennostar.com,http://www.ennostar.com
3715,定穎投資控股股份有限公司,定穎投控,電子零組件業,桃園市蘆竹區民權路50號6樓,黃銘宏,111/08/25,111/08/25,新台幣                 10.0000元,"2,776,745,840","277,674,584",合併,每年,董事會,台新證券股務代理部,安永聯合會計師事務所,Dynamic Holding,jean_liu@dynamicpcb.com,https://www.dynaholding.com
4104,佳醫健康事業股份有限公司,佳醫,生技醫療業,新北市中和區中正路880號17樓,傅輝東,1977/3/15,1996/12/31,新台幣                 10.0000元,"1,556,167,400","155,616,740",合併,每年,董事會,統一綜合證券股份有限公司,安侯建業聯合會計師事務所,EXCELSIOR,stock@excelsior.com.tw,www.excelsiormedical.com.tw
4106,雃博股份有限公司,雃博,生技醫療業,新北巿土城區民生街九號,雅勝 代表人:李永川,1979/3/17,1993/11/8,新台幣                 10.0000元,"1,009,115,570","100,911,557",合併,每年,董事會,元富證券股份有限公司股務代理,安侯建業聯合會計師事務所,WELLELL,IR@wellell.com,https://tw.wellell.com/zh-tw
4108,懷特生技新藥股份有限公司,懷特,生技醫療業,台北市復興北路167號5樓之1,李伊俐,1987/11/24,1997/7/16,新台幣                 10.0000元,"1,986,188,790","198,618,879",合併,每年,股東會,福邦證券股份有限公司,安永聯合會計師事務所,PhytoHealth,Sandy.huang@phytohealth.com.tw,www.phytohealth.com.tw
4119,旭富製藥科技股份有限公司,旭富,生技醫療業,桃園市蘆竹區濱海里13鄰海湖北路309巷61號,翁維駿,1976/9/18,1993/1/7,新台幣                 10.0000元,"1,195,086,340","119,508,634",合併,每年,股東會,宏遠證券股份有限公司,安侯建業聯合會計師事務所,SCI,lisa.kuo@sci-pharmtech.com.tw,www.sci-pharmtech.com.tw
4133,亞諾法生技股份有限公司,亞諾法,生技醫療業,台北市內湖區洲子街108號9樓,黃韋伯,1991/1/4,1998/12/28,新台幣                 10.0000元,"605,535,940","60,553,594",合併,每年,董事會,凱基證券股份有限公司,安侯建業聯合會計師事務所,Abnova,ir@abnova.com.tw,http://www.abnova.com
4137,麗豐股份有限公司,麗豐-KY,生技醫療業,台北市信義區松仁路107號10樓,陳碧華,101/07/03,102/11/27,新台幣                 10.0000元,"794,923,500","79,492,350",合併,每年,股東會,富邦綜合證券(股)公司股務代理部,資誠聯合會計師事務所,CHLITINA-KY,stock@chlitina.com.tw,www.chlitina.com
4142,國光生物科技股份有限公司,國光生,生技醫療業,427台中市潭子區潭興路一段3號,詹啟賢,1954/12/22,101/05/03,新台幣                 10.0000元,"4,295,077,500","429,507,750",合併,每年,股東會,中國信託商業銀行 代理部,資誠聯合會計師事務所,ADIM,biz@adimmune.com.tw,http://www.adimmune.com.tw/
4148,全宇生技控股有限公司,全宇生技-KY,生技醫療業,台北市松山區復興北路181號7樓之4(訴訟及非訟代理人聯絡處),彭士豪,1999/3/26,106/06/08,新台幣                 10.0000元,"640,340,010","64,034,001",合併,每半會計年度,董事會,永豐金證券股份有限公司,勤業眾信聯合會計師事務所,ACBT,janice@allcosmos.com,www.allcosmos.com
4155,訊映光電股份有限公司,訊映,生技醫療業,300新竹市公道五路二段91號,賴家德,1993/9/27,106/12/05,新台幣                 10.0000元,"1,457,698,220","145,769,822",合併,每年,董事會,富邦綜合證券股份有限公司,資誠聯合會計師事務所,OK BIOTECH,ir@okbiotech.com,http://www.okbiotech.com
4164,承業生醫投資控股股份有限公司,承業醫,生技醫療業,台北市內湖區行愛路88號,李沛霖,1998/11/27,101/10/24,新台幣                 10.0000元,"1,667,555,980","166,755,598",合併,每年,董事會,中國信託商業銀行代理部,資誠聯合會計師事務所,CHC,IR@chcg.com,www.chcg.com
4190,佐登妮絲集團股份有限公司,佐登-KY,生技醫療業,"Oleander Way, 802 West Bay Road, P.O.Box 32052, Grand Cayman",陳正雄,1999/6/21,104/10/21,新台幣                 10.0000元,"609,497,170","60,949,717",合併,每年,董事會,永豐金證券股份有限公司,勤業眾信聯合會計師事務所,JDS,investor@jourdeness.com.tw,http://www.jourdeness.com
4306,炎洲股份有限公司,炎洲,塑膠工業,臺北市內湖區行善路397號7樓,李志賢,1967/3/7,1997/1/21,新台幣                 10.0000元,"6,649,323,720","664,932,372",合併,每年,董事會,台新證券股務代理部,安永聯合會計師事務所,YC,anna87176@ycgroup.tw,http://www.ycgroup.tw/
4414,如興股份有限公司,如興,紡織纖維,台北市松山區復興北路57號13樓之4,紀宗明,1966/11/23,1993/9/6,新台幣                 10.0000元,"8,821,149,490","882,114,949",合併,每半會計年度,股東會,福邦證券股份有限公司,信永中和聯合會計師事務所,ROO HSING,aron.hsu@tw.roohsing.com,http://www.roohsing.com.tw
4426,利勤實業股份有限公司,利勤,紡織纖維,雲林縣斗六市斗工十二路5號,洪文耀,1986/9/26,100/12/16,新台幣                 10.0000元,"1,726,771,980","172,677,198",合併,每年,股東會,台新證券股務代理部,安侯建業聯合會計師事務所,LI CHENG,ir@li-cheng.com.tw,http://www.li-cheng.com.tw
4438,廣越企業股份有限公司,廣越,紡織纖維,台北市內湖區瑞光路607號6樓,吳朝筆,1984/10/30,105/10/18,新台幣                 10.0000元,"1,034,254,550","103,425,455",合併,每年,股東會,凱基證券股份有限公司股務代理部,勤業眾信聯合會計師事務所,QVE,ir@qve.com.tw,http://www.qve.com.tw
