公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
2939,凱羿國際集團股份有限公司,凱羿-KY,貿易百貨,KY 開曼群島,新北市永和區中正路65號8樓,72768516,李弘錦,紀喬兒,李弘錦,董事長,吳柏禧,(02)2929-5373,104/05/28,107/01/11,新台幣                 10.0000元,"455,486,650","45,548,665",0,0,合併,每半會計年度,董事會,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,國富浩華聯合會計師事務所,邵朝彬,黃千真,KE,"8F., No. 65, Zhongzheng Rd., Yonghe Dist.New Taipei City, Taiwan (R.O.C.)",(02)2929-5371,ir@kayeetv.com.tw,www.kayeetv.com,吳柏禧,財務長,(02)2929-5373,ir@kayeetv.com.tw,www.kayeetv.com
2945,三商家購股份有限公司,三商家購,貿易百貨,－,台北市中山區民權東路三段４號地下一層,54164937,陳翔玢,邱光隆,邱光隆,總經理,劉晏秀,02-2506-1166,102/02/07,110/11/30,新台幣                 10.0000元,"675,000,000","67,500,000",0,0,合併,每年,股東會,宏遠證券股份有限公司股務代理部,02-2326-8818,台北市信義路四段236號3樓,安侯建業聯合會計師事務所,蕭佩如,于紀隆,Simple Mart,"B1, NO.4, SECTION 3, MINQUAN EAST ROADTAIPEI, TAIWAN, R.O.C",02-2516-1066,investor@simplemart.com.tw,https://www.simplemartretail.com/,張華,經理,02-2506-1166,investor@simplemart.com.tw,https://www.simplemartretail.com/
3002,歐格電子股份有限公司,歐格,電腦及週邊設備業,－,台北市內湖區內湖路一段88號5樓,31306250,李廣浩,李廣浩,林瑞峰,協理,陳玫伶,(02)2799-1199,72/08/01,91/01/23,新台幣                 10.0000元,"1,020,000,000","102,000,000",0,0,合併,每年,董事會,富邦綜合證券股務代理部,(02)2361-1300,台北市中正區許昌街17號11樓(壽德大樓),勤業眾信聯合會計師事務所,謝建新,何瑞軒,AHOKU,"5F, No.88, Sec.1, Nei-Hu Rd.Taipei ,Taiwan, R.O.C.",(02)2799-9099,ahoku@ahoku.com,http://www.ahoku.com.tw,林瑞峰,協理,(02) 2799-1199,kevin.lin@ahoku.com,https://www.ahoku.com.tw/zh-TW/page/-/Social-Responsibility_Stakeholders.html
3003,健和興端子股份有限公司,健和興,電子零組件業,－,彰化縣線西鄉彰濱東三路8號,59276051,鄭克彬,鄭傑元,曾玉卿,財務部經理,黃淑雯,(04)7580001,67/02/10,91/02/19,新台幣                 10.0000元,"1,556,548,900","155,654,890",0,0,合併,每年,董事會,凱基證券股份有限公司,(02)23148800,台北市重慶南路一段2號5樓,安永聯合會計師事務所,陳明宏,黃宇廷,KST,"8,E,3rd ROAD,CHANG PIN IND.PARKHSIEN SHI,CHANG HWA,TAIWAN,R.O.C.",(04)7580003,kst@ksterminals.com.tw,http://www.ksterminals.com.tw,曾玉卿,財務部經理,(04)7580001-310,ir@ksterminals.com.tw,www.ksterminals.com.tw
3004,豐達科技股份有限公司(原宏達),豐達科,鋼鐵工業,－,桃園市平鎮區太平東路5號,16095404,蔡豐賜,林威村,李文正,副總經理,林威村,03-450-8868,86/10/14,91/02/25,新台幣                 10.0000元,"540,061,550","54,006,155",0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,李燕娜,劉倩瑜,NAFCO,"No.5, Taiping E. Rd., Pingzhen DistTaoyuan City ,TAIWAN, R.O.C.",03-460-4114,IR@nafco.com.tw,http://www.nafco.com.tw,李文正,副總經理,03-450-8868,IR@nafco.com.tw,http://www.nafco.com.tw
3005,神基投資控股股份有限公司,神基,電腦及週邊設備業,－,桃園市龜山區文化里文化二路200號1樓,22099532,黃明漢,黃明漢,黃明漢,總經理,孫偉倖,02-27857888,78/10/05,91/02/25,新台幣                 10.0000元,"6,098,579,000","609,857,900",0,0,合併,每年,董事會,中國信託商業銀行代理部,02-66365566,臺北市中正區重慶南路一段83號5樓,資誠聯合會計師事務所,劉倩瑜,李典易,Getac,"1F., No. 200, Wunhua 2nd Rd., Guishan Dist., Taoyuan City, Taiwan (R.O.C.)Taoyuan ,Taiwan, R.O.C",02-27852555,stocks@getac.com.tw,https://www.getacgroup.com,孫偉倖,總監,02-27857888 #5124,stocks@getac.com.tw,https://tw.getacgroup.com/sustainability/index.php?index_id=64
3006,晶豪科技股份有限公司,晶豪科,半導體業,－,新竹科學園區新竹市工業東四路23號,16130280,陳興海,張明鑒,吳鴻基,特別助理,李心琦,03-5781-970,87/06/02,91/03/04,新台幣                 10.0000元,"2,861,722,380","286,172,238",0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-2702-3999,台北市敦化南路二段97號地下二樓,資誠聯合會計師事務所,白淑蒨,劉倩瑜,ESMT,"NO 23,Industry  E. RD. IV ,Science-Based Industrial Park,Hsinchu, Taiwan, R.O.C.",03-5781971,spokesman@esmt.com.tw,www.esmt.com.tw,吳鴻基,特別助理,03-5781-970,spokesman@esmt.com.tw,http://www.esmt.com.tw/taiwan/main_stakeholder.htm
3008,大立光電股份有限公司,大立光,光電業,－,台中市南屯區精科路11號,22480876,林恩平,黃有執,林恩平,董事長,黃印嘉,04-36002345,76/04/17,91/03/11,新台幣                 10.0000元,"1,334,681,970","133,468,197",0,0,合併,每半會計年度,董事會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,安侯建業聯合會計師事務所,郭士華,吳俊源,LARGAN,"No.11, Jingke Rd., Nantun Dist., Taichung City 40852, Taiwan.Taichung,Taiwan",04-36006692,precision@largan.com.tw,www.largan.com.tw,黃印嘉,代理發言人,04-36002345,invest@largan.com.tw,http://www.largan.com.tw/html/about/governance.php
3010,華立企業股份有限公司,華立,電子通路業,－,高雄市前金區中正四路235號10樓,75514419,張尊賢,張尊賢,黃露慧,董事長特別助理,林仁智,07-2164311,57/10/01,91/07/22,新台幣                 10.0000元,"2,362,392,480","236,239,248",0,0,合併,每年,董事會,元大證券(股)公司股務代理部,(02)2586-5859,台北市大同區承德路三段210號B1,勤業眾信聯合會計師事務所,吳秋燕,許瑞軒,WAH LEE,"10F,No.235,Chung Cheng 4th RoadKaohsiung,Taiwan,R.O.C",07-2811480,service@wahlee.com,http://www.wahlee.com,林振全,資深經理,02-27152087 ext22061,eric.lin@wahlee.com,http://www.wahlee.com/ZH/StackHolder
3011,今皓實業股份有限公司,今皓,電子零組件業,－,新北市新店區寶興路53號,20950226,石浩吉,林盟傑,林盟傑,總經理,陳柏融,2918-9189,72/01/11,91/07/22,新台幣                 10.0000元,"1,127,192,510","112,719,251",0,0,合併,每年,股東會,福邦證券(股)公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信會計師事務所,黃堯麟,周仕杰,JH,"NO.53,PAO HSIN ROAD,HSIN TIEN DIST.NEW TAIPEI CITY ,TAIWAN,R.O.C",2918-1334,lijenny@jh.com.tw,www.jh.com.tw,李小姐,總經理室專員,2918-9189分機808,lijenny@jh.com.tw,http://www.jh.com.tw/stakeholder.php
3013,晟銘電子科技股份有限公司,晟銘電,電腦及週邊設備業,－,台北市內湖區民權東路六段27號2~6F,04777186,林木和,羅志吉,莊家熒,財務處協理,蘇忠慶,02-2797-3999,65/06/17,91/09/16,新台幣                 10.0000元,"1,959,350,180","195,935,018","40,000,000",0,合併,每年,股東會,中國信託代理部,02-6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,王怡文,簡思娟,UNEEC,"2~6F, No.27 ,Sec.6 Mincyuan E. Rd.,Neihu DistrictTaipei , Taiwan",02-2797-5058,sophia_chuang@tw.uneec.com,http://www.uneec.com/,莊家熒,財務處協理,2797-3999#8750,sophia_chuang@tw.uneec.com,http://www.uneec.com/tw/stakeholder
3014,聯陽半導體股份有限公司,聯陽,半導體業,－,新竹縣新竹科學園區創新一路13號3樓,84149717,胡鈞陽,林弘堯,林秀哲,專案處長,劉燦煌,(03)5798658,85/05/29,91/10/29,新台幣                 10.0000元,"1,610,801,240","161,080,124",0,0,合併,每年,董事會,宏遠證券股份有限公司,(02)23268818,台北市信義路四段236號,安永聯合會計師事務所,胡慎緁,許新民,ITE,"NO. 13,  Chuangsin  1st  Rd,Science Park,  Hsinchu 30076,  Taiwan,  ROCHsin-chu , Taiwan 30076 , R.O.C.",(03)5794534,itesupport@ite.com.tw,www.ite.com.tw,林秀哲,專案處長,02-29126889#2388,sj.lin@ite.com.tw,http://www.ite.com.tw/zh-tw/csr/stockholder
3015,全漢企業股份有限公司,全漢,電子零組件業,－,桃園市桃園區建國東路22號,84239055,鄭雅仁,鄭雅仁,姚文鈞,資深經理,李芙蓉,(03)3759888,82/04/15,91/10/16,新台幣                 10.0000元,"1,872,619,500","187,261,950",0,0,合併,每年,董事會,兆豐證券股份有限公司股務代理部,(02)33930898,台北市忠孝東路2段95號1樓,安侯建業聯合會計師事務所,張純怡,趙敏如,FSP,"No.22,Jianguo E,Rd.,Taoyuan City330,Taiwan, R.O.C.",(03)3756966,cqe@fsp-group.com.tw,https://www.fsp-group.com,姚文鈞,資深經理,(03)3759888,cqe@fsp-group.com.tw,https://www.fsp-group.com
3016,嘉晶電子股份有限公司,嘉晶,半導體業,－,新竹市科學工業園區篤行一路10號,16130388,徐建華,孫慶宗,范桂榮,發言人,林婷苑,03-5632255,87/11/09,91/12/24,新台幣                 10.0000元,"2,885,418,190","288,541,819",0,0,合併,每年,董事會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,資誠聯合會計師事務所,李典易,謝智政,EPi,"No.10 Dusing Road I,Science Park ,Hsin Chu City,TaiwanHsin-Chu City, Taiwan, R.O.C",03-5632148,epi@epi.episil.com,www.epi.episil.com,范桂榮,發言人,03-5632255,famy.fan@epi.episil.com,http://www.epi.episil.com/stakeholders/contact-us
3017,奇鋐科技股份有限公司,奇鋐,電腦及週邊設備業,－,高雄市前鎮區新生路248之27號,86427715,沈慶行,沈慶行,陳易成,副總經理,黃崇偉、陳揚傑,07-8157612,80/12/17,91/09/27,新台幣                 10.0000元,"3,833,101,570","383,310,157",0,0,合併,每年,董事會,元大證券股份有限公司,02-25865859,台北市大同區承德路三段210號地下一樓,安永聯合會計師事務所,陳政初,洪國森,AVC,"No. 248-27, Hsin-Sheng Rd., Chien Zhen District,Kaohsiung, Taiwan, R.O.C.",07-8120018,stock@avc.co,https://www.avc.co,黃崇偉、陳揚傑,事業處總經理、事業處協理,02-22996930,ir@avc.co,https://www.avc.co/zh-tw/CorporateResponsibility/Stakeholders
3018,隆銘綠能科技工程股份有限公司,隆銘綠能,其他電子業,－,臺北市中山區明水路602號3樓,96924451,許鑒隆,呂金晃,林欣怡,會計部經理,張棨庭,(02)8501-5778,85/01/05,91/08/26,新台幣                 10.0000元,"513,735,660","51,373,566","19,291,415",0,合併,每年,股東會,統一綜合證券股份有限公司,(02)2747-8266,臺北市松山區東興路8號B1樓,冠恆联合會計師事務所,張進德,黃致富,LUNG MING,"3F., No. 602, Mingshui Rd., Zhongshan Dist.,Taipei City ,Taiwan (R.O.C.)",(02)8501-5159,lm@lmgte.com.tw,www.lmgte.com.tw,林欣怡,會計部經理,(02)8501-5778,lm@lmgte.com.tw,www.lmgte.com.tw
3019,亞洲光學股份有限公司,亞光,光電業,－,台中市潭子區南二路22-3號,55921894,賴以仁,林泰朗,張士駿,副總經理,林侑政,(04)2533-5175,69/10/09,91/08/26,新台幣                 10.0000元,"2,792,439,010","279,243,901",0,0,合併,每年,董事會,永豐金證券股份有限公司,(02)2381-6288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,蔣淑菁,王翔民,ASIA,"No. 22-3 South Second RoadT.E.P.Z., Taichung City  427 Taiwan, ROC",(04)2534-2302,ir@aoci.com.tw,www.asia-optical.com,張士駿,副總經理,(04)2533-5175,ir@aoci.com.tw,http://www.asia-optical.com/sub_level.php?ls=228
3021,鴻名企業股份有限公司,鴻名,電子零組件業,－,台北市東興路59號6樓,84274833,張允騰,林嘉祥,黃小菁,資深經理,潘憶倫,(02)8768-2688,82/05/25,91/08/26,新台幣                 10.0000元,"958,900,000","95,890,000",0,0,合併,每年,董事會,中國信託商業銀行,02-66365566,台北市中正區重慶南路1段83號5樓,安侯建業聯合會計師事務所,辛郁婷,區耀軍,WELLTEND,"6F, No.59, Tung Hsing Road,　Taipei, Taiwan, R.O.C.",(02)8768-2588,ir@welltend.com.tw,www.welltend.com.tw,潘憶倫,資深經理,(02)8768-2688,ir.welltend.com.tw,http://www.welltend.com.tw/
3022,威強電工業電腦股份有限公司,威強電,電腦及週邊設備業,－,新北市汐止區中興路29號,97445303,張明智,江重良,陳怡蓉,經理,周慧琪,(02)2690-2098,86/04/17,91/08/26,新台幣                 10.0000元,"1,765,977,900","176,597,790",0,0,合併,每年,股東會,群益金鼎證券股份有限公司,(02)2702-3999,台北市敦化南路2段97號B2,安侯建業聯合會計師事務所,陳宗哲,賴麗真,IEI,"No.29, Zhongxing Rd., Xizhi Dist.,New Taipei City 221, Taiwan (R.O.C.)",(02)2642-0658,ir@ieiworld.com,www.ieiworld.com/,周慧琪,副理,02-26902098,ir@ieiworld.com,new.ieiworld.com/tw/finance/con_show.php?op=showone&cid=52
3023,信邦電子股份有限公司,信邦,電子零組件業,－,苗栗市國華路582號,23542766,王紹新,梁偉銘,張集州,處長,朱雅安,037-330099,78/12/06,91/08/26,新台幣                 10.0000元,"2,400,331,590","240,033,159",0,0,合併,每年,股東會,台新證券股務代理部,02-2504-8125,台北市建國北路一段96號地下一樓,安永聯合會計師事務所,羅文振,陳明宏,SINBON,"582 Kuo Hwa Rd　　Miaoli 360,Taiwan",037-367945,matthew@sinbon.com,www.sinbon.com,張集州,處長,Chang Chi Chou,matthew@sinbon.com,www.sinbon.com
3024,憶聲電子股份有限公司,憶聲,光電業,－,桃園市中壢區中園路198號,44955117,彭亭玉,彭秀雲,彭亭玉,董事長,黃美芳,03-4515494,65/07/21,91/08/26,新台幣                 10.0000元,"2,771,574,960","277,157,496",0,0,合併,每年,股東會,元大證券(股)公司,02-25865859,台北市大同區承德路三段210號B1,資誠聯合會計師事務所,林雅慧,吳漢期,ACTION,"198 CHUNG YUAN RD., CHUNG LI IND.ZONE CHUNG LI　　TAIWAN R.O.C",03-4520697,candy_lee@action.com.tw,WWW.ACTION.COM.TW,彭亭玉,董事長,03-4515494,may_huang@action.com.tw,www.action.com.tw
3025,星通資訊股份有限公司,星通,通信網路業,－,新竹科學工業園區新安路八號七樓,22099863,葉茂林,葉茂林,蔡幸娟,事業發展部協理,江惠萍,03-5787696,80/12/03,91/08/26,新台幣                 10.0000元,"567,364,400","56,736,440",0,0,合併,每年,股東會,元大證券股份有限公司,2586-5859,10366 台北市大同區承德路三段210號B1,勤業眾信聯合會計師事務所,黃裕峰,曾建銘,LOOP,"7F,NO.8,Hsin Ann Rd.Science-Based Industrial Park　Hsinchu,300092 Taiwan.",03-5787695,sandy_tsaih@looptelecom.com,www.looptelecom.com,蔡幸娟,事業發展部協理,03-5787696#1068,sandy_tsaih@looptelecom.com,www.looptelecom.com/cht.php
3026,禾伸堂企業股份有限公司,禾伸堂,電子零組件業,－,台北市內湖區環山路二段六十二號一樓,20891326,唐錦榮,唐錦榮,黃建融,處長,張淑英,(02)2627-0383,70/06/01,91/08/26,新台幣                 10.0000元,"1,658,903,180","165,890,318",0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,許明芳,于紀隆,HOLY STONE,"1F, No.62, Sec.2. Huan Shan Rd., Nei Hu Dist.,Taipei,Taiwan , R.O.C.",(02)2658-9558,IR@holystone.com.tw,http://www.holystone.com.tw,蕭春婷,經理,(02)2627-0383 #249,IR@holystone.com.tw,http://www.holystone.com.tw/duty.do?ccId=7
3027,盛達電業股份有限公司,盛達,通信網路業,－,新北市新店區中興路2段192號8樓,33659498,陳忠廷,陳弘政,張淑梅,財務長,陳弘政,02-29145665,62/03/26,91/08/26,新台幣                 10.0000元,"1,154,638,110","115,463,811","15,000,000",0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27035000,台北巿敦化南路2段97號B2,安侯建業聯合會計師事務所,寇惠植,郭欣頤,BILLION,"8F., No.192, Sec. 2, Zhongxing Rd.,Xindian Dist., Xinbei City, Taiwan",02-29182895,press@billion.com,http://www.billion.com,張淑梅,財務長,2914-5665 #330,elsachang@billion.com,http://www.billion.com/index.aspx?lang=TW
3028,增你強股份有限公司,增你強,電子通路業,－,台北市內湖區新湖二路250巷8號,12401698,周友義,周俊光/周俊賢,尤淑儀,財務長,周俊賢,(02)2792-8788,71/10/06,91/08/26,新台幣                 10.0000元,"2,326,920,110","232,692,011",0,0,合併,每年,董事會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,資誠聯合會計師事務所,陳晉昌,廖福銘,ZENITRON,"NO.8,Lane 250,Sinhu 2nd Rd.,Neihu DistrictTaipei City,Taiwan,R.O.C",(02)2796-8080,marina_yu@zenitron.com.tw,www.zenitron.com.tw,尤淑儀,財務長,(02)2792-8788,marina_yu@zenitron.com.tw,www.zenitron.com.tw/_ch/01_about/01_detail.php?MainID=13
3029,零壹科技股份有限公司,零壹,資訊服務業,－,台北市內湖區內湖路一段360巷8號10樓,30922431,林嘉勲,陳鍵忠,黃素娥,執行長暨策略長,張美雲,26565656,69/06/27,91/08/26,新台幣                 10.0000元,"1,543,687,120","154,368,712",0,0,合併,每年,董事會,元富證券股份有限公司,(02)2768-6668,105台北市松山區光復北路11巷35號B1,勤業眾信會計師事務所,劉建良,陳培德,ZERO ONE,"10F., No.8, Ln. 360, Sec. 1, Neihu Rd., Neihu Dist., Taipei City 114, TaiwanTaipei,114 Taiwan R.O.C.",26560810,katy.chang@zerone.com.tw,www.zerone.com.tw,張美雲,財務管理處協理,26565656,katy.chang@zerone.com.tw,WWW.ZERONE.COM.TW
3030,德律科技股份有限公司,德律,其他電子業,－,台北市士林區德行西路45號7樓,23292535,陳玠源,陳玠源,林江淮,營業處副總經理,陳冠元,(02)2832-8918,78/04/10,91/10/29,新台幣                 10.0000元,"2,362,160,000","236,216,000",0,0,合併,每年,股東會,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,黃珮娟,顏裕芳,TRI,"7F., No.45, Dexing W. Rd., Shilin District, Taipei CityTaiwan,Taipei",(02)2832-0598,ir@tri.com.tw,http://www.tri.com.tw,陳冠元,財務部協理,(02)2832-8918,ir@tri.com.tw,http://www.tri.com.tw/tw/investor/investor.html
3031,佰鴻工業股份有限公司,佰鴻,光電業,－,新北市板橋區和平路19~25號3樓,34452164,廖宗仁,廖宗仁,廖心蓓,處長,林美蓮,(02)29591090,70/06/01,91/08/26,新台幣                 10.0000元,"1,732,032,240","173,203,224",0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,寇惠植,李慈慧,BRIGHT,"3F., No.19, Heping Rd.,Banqiao Dist., New Taipei City, Taiwan",(02)29547006,alyssa.liao@brtled.com,www.brtled.com,廖心蓓,處長,02-29591090#345,alyssa.liao@brtled.com,www.brtled.com/web/investor/investor_8.jsp?no=7
3032,偉訓科技股份有限公司,偉訓,電子零組件業,－,台南市安南區安和路二段54巷225號,69577160,王駿東,王駿東,王駿東,總經理,李家慶,06-3560606,68/02/16,91/08/26,新台幣                 10.0000元,"1,132,856,260","113,285,626","10,000,000",0,合併,每年,股東會,元大證券股份有限公司,02-2586-5859,台北市大同區承德路三段210號地下1樓,勤業眾信聯合會計師事務所,王騰葦,李季珍,COMPUCASE,"NO.225,LANE 54,SEC.2,AN HO ROND.TAINAN, TAIWAN, R.O.C.",06-3560505,hec-stock@hec-group.com.tw,http://www.hec-group.com.tw,李家慶,副總經理,06-3560606,hec-stock@hec-group.com.tw,http://www.hec-group.com.tw/index.php?id=170&L=1
3033,威健實業股份有限公司,威健,電子通路業,－,台北市內湖區內湖路一段308號11樓,04648938,胡秋江,紀廷芳,周甘淋,財務長,謝季宏,26590202,66/01/20,91/08/26,新台幣                 10.0000元,"4,280,714,950","428,071,495",0,0,合併,每年,董事會,元大證券股務代理部,2586-5859,台北市承德路路三段210號地下一樓,安侯建業聯合會計師事務所,區耀軍,郭冠纓,Weikeng,"11F 308, Sec. 1, NeiHu Rd., Nei Hu, Taipei 114Taiwan R.O.C.",26581272,public@weikeng.com.tw,www.weikeng.com.tw,周甘淋,發言人,26590202,public@weikeng.com.tw,http://www.weikeng.com/content.php?no=69&lan=tw
3034,聯詠科技股份有限公司,聯詠,半導體業,－,新竹科學園區創新一路13號2樓,84149955,何泰舜,王守仁,陳健興,副總經理,周勝成,(03)567-0889,86/05/28,91/08/26,新台幣                 10.0000元,"6,085,114,690","608,511,469",0,0,合併,每年,股東會,宏遠證券股份有限公司股務代理部,(02)23268818,台北市信義路四段236號3樓,安永會計師事務所,陳智忠,邱琬茹,NOVATEK,"2F, NO. 13, INNOVATION ROAD I, SCIENCE-BASED INDUSTRIAL PARKHSIN-CHU TAIWAN, ROC",(03)565-6118,ir@novatek.com.tw,www.novatek.com.tw,陳健興,副總經理,03-5670889,ir@novatek.com.tw,https://www.novatek.com.tw/zh-TW/Html/stakeholder
3035,智原科技股份有限公司,智原,半導體業,－,新竹科學園區新竹市力行三路5號,84149060,洪嘉聰,王國雍,曾雯如,財務長,盧昭儀,03-5787888,82/06/10,91/08/26,新台幣                 10.0000元,"2,605,503,130","260,550,313",0,0,合併,每年,董事會,宏遠證券股份有限公司,(02)2700-8899,台北市大安區信義路4段236號3樓,安永聯合會計師事務所,胡慎緁,楊雨霓,Faraday,"No.5,Li-Hsin III Road,Science-Based Industrial Park,　　Hsin-chu City,Taiwan 30078,R.O.C.",03-5778605,ir@faraday-tech.com,www.faraday-tech.com,盧昭儀,經理,03-5787888,ir@faraday-tech.com,https://www.faraday-tech.com/tw/content/CSR/StakeholderEngagement
3036,文曄科技股份有限公司,文曄,電子通路業,－,新北市中和區中正路738號14樓,84498860,鄭文宗,鄭文宗,林冠男,特助,劉浩民,(02)8226-9088,82/12/23,91/08/26,新台幣                 10.0000元,"11,579,416,510","1,022,941,651",0,"135,000,000",合併,每年,董事會,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一路6號6樓,資誠聯合會計師事務所,徐聖忠,徐潔如,WT,"14F, No.738, Zhongzheng Rd.,Zhonghe Dist., New Taipei City, Taiwan",(02)8226-9099,IR@wtmec.com,http://www.wtmec.com,林冠男/劉浩民,發言人/代理發言人,02-8226-9088Ext:8500,IR@wtmec.com,http://www.wtmec.com/WT/?page_id=2024
3037,欣興電子股份有限公司,欣興,電子零組件業,－,桃園市龜山區山鶯路179號,23535435,曾子章,馬光華、蘭庭,鍾明峰,財務處資深副總經理,徐興源,03-3500386,79/01/25,91/08/26,新台幣                 10.0000元,"15,251,071,970","1,525,107,197",0,0,合併,每年,股東會,宏遠證券股份有限公司(95.3.3起),02-23268818,106台北市信義路四段236號3樓,資誠聯合會計師事務所,林雅慧,林永智,UNIMICRON,"No.179, Shanying Road, Guishan District,　　Taoyuan City, Taiwan, ROC",03-3595536,IR@unimicron.com,www.unimicron.com,林莓珊,投資人關係,03-3500386-11854,IR@unimicron.com,www.unimicron.com
3038,全台晶像股份有限公司,全台,光電業,－,高雄市前鎮區中一路5號,89261652,曾瑞銘,王臺光,謝文雄,副總經理,郭坤和,07-8124832,83/09/23,91/08/26,新台幣                 10.0000元,"1,574,076,030","157,407,603",0,0,合併,每年,董事會,元大證券(股)公司股務代理部,02-25865859,臺北市承德路三段210號地下一樓,安侯建業聯合會計師事務所,陳永祥,蘇彥達,EDT,"No. 5, Central 1st Rd., Qianzhen Dist.,KAOHSIUNG TAIWAN R.O.C",07-8152468,frank@edt.com.tw,www.edtc.com,謝文雄,副總經理,07-8124832-1689,frank@edt.com.tw,www.edtc.com
3040,遠見科技股份有限公司,遠見,其他,－,新北市板橋區文化路二段287號35樓,22050221,凌陽科技股份有限公司,蔡智杰,羅美玲,稽核室主任,洪秋萍,2257-8866,75/05/15,91/08/26,新台幣                 10.0000元,"630,000,000","63,000,000",0,0,合併,每年,股東會,元大證券股務代理部,02-25865859,台北市大同區承德路三段210號B1,勤業眾信聯合會計師事務所,戴信維,陳培德,G.V.,"35F., No.287, Sec. 2, Wenhua Rd., Banqiao Dist.,New Taipei City 220, Taiwan (R.O.C.)",2257-8876,stocks@mail.gv.com.tw,http://www.gv.com.tw,羅美玲,稽核室主任,(02)2257-8866,meiling@gv.com.tw,http://www.gv.com.tw/relation.php
3041,揚智科技股份有限公司,揚智,半導體業,－,台北市內湖區內湖路一段246號5樓,84149054,梁厚誼,陳嘉修,陳嘉修,總經理,侯怡如,8752-2000,82/06/10,91/08/26,新台幣                 10.0000元,"1,945,457,460","194,545,746",0,0,合併,每季,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,徐潔如,徐聖忠,ALi,"5F,No. 246 NeiHu Road, Sec. 1Taipei city 114, Taiwan, R.O.C",8751-1006,general@alitech.com,www.alitech.com,王志峰,財務處經理,(02)8752-2000,ir@alitech.com,http://www.alitech.com/leavemsg.html?lang=tw
3042,台灣晶技股份有限公司,晶技,電子零組件業,－,台北市北投區中央南路二段十六號四樓,21204867,林萬興,郭雅屏,洪冠文,財務長,張瑛楓,(02)2894-1202,72/12/28,91/08/26,新台幣                 10.0000元,"3,097,570,400","309,757,040",0,0,合併,每年,董事會,元大證券股份有限公司,(02)25865859,台北市承德路三段210號地下一樓,勤業眾信聯合會計師事務所,謝明忠,蘇郁琇,TXC,"4F, No. 16, Sec. 2, Chung Yang  S. Rd., PeitouTaipei, Taiwan, R.O.C.",(02)2893-0789,vivien@txc.com.tw,www.txccorp.com,陳雅雯,特別助理,(02)2894-1202#3256,murielchen@txc.com.tw,http://www.txccorp.com/tw/f_investor/10.asp
3043,科風股份有限公司,科風,其他電子業,－,新北市中和區連城路246號9樓,22485794,科飛投資股份有限公司,楊淑艷,游鏡瑤,財務處協理,莊美貞,22258552,76/04/24,91/08/26,新台幣                 10.0000元,"389,756,340","38,975,634",0,0,合併,每年,股東會,中國信託商業銀行代理部,02-6636-5566,台北市重慶南路一段83號5樓,德昌聯合會計師事務所,朱威任,史岱平,PCM,"9F,NO.246,LIEN CHEN ROADCHUNG HO CITY,TAIPEI, R.O.C",22251776,market@upspowercom.com.tw,https://www.upspowercom.com/TW/,游鏡瑤,發言人,02-22258552,market@upspowercom.com.tw,WWW.PCMUPS.COM.TW
