股票代碼,公司簡稱,償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元)
8442,威宏-KY,226.62,178.99,7.52,4.17,87.52,6.06,60.23,9.52,1.24,10.86,22.17,95.29,7.78,10.07
8443,阿瘦,138.17,40.69,3.81,46.26,7.89,0.74,493.24,3.73,0.67,1.25,2.07,2.55,1.44,0.25
8454,富邦媒,98.48,66.87,224.37,36.19,10.08,20.42,17.87,14.09,4.00,13.34,36.14,184.75,3.32,15.1
8462,柏文,67.00,65.65,2.32,126.68,2.88,0.54,675.92,1.37,0.44,2.08,6.51,18.29,2.64,1.5
8463,潤泰材,122.25,71.41,4.95,4.95,73.73,2.51,145.41,1.52,0.74,3.53,8.26,16.96,3.83,0.77
8464,億豐,370.92,293.73,"1,572.65",10.71,34.08,2.44,149.59,3.05,0.85,17.90,24.45,274.13,20.99,18.73
8467,波力-KY,172.72,145.41,10.49,6.30,57.93,3.58,101.95,2.18,0.60,12.83,21.12,88.21,19.36,7.69
8473,山林水,93.73,91.00,2.68,2.41,151.45,無,無,5.66,0.24,1.93,2.26,18.04,4.41,0.27
8476,台境,345.39,295.86,53.05,27.25,13.39,4.99,73.14,4.59,0.60,14.48,21.75,52.97,23.83,4.49
8478,東哥遊艇,306.19,150.75,"2,034.76",5.31,68.73,0.87,419.54,4.80,0.63,21.72,39.52,249.15,32.91,23.66
8481,政伸,606.31,533.12,535.10,3.42,106.72,3.88,94.07,1.97,0.52,6.50,7.56,23.26,12.57,1.88
8482,商億-KY,149.26,100.49,136.41,7.70,47.40,3.78,96.56,1.63,0.75,6.11,8.25,35.27,8.10,2.87
8487,愛爾達-創,283.51,232.34,158.94,4.37,83.52,8.72,41.85,95.47,1.28,18.12,31.88,68.83,14.06,5.98
8488,吉源-KY,108.87,92.07,-0.05,3.19,114.42,9.42,38.74,1.49,0.69,-1.21,-4.86,-10.58,-3.07,-1.75
8499,鼎炫-KY,"1,917.70","1,861.65",77.07,3.54,103.10,3.97,91.93,2.26,0.16,5.04,5.4,170.71,30.89,8.97
8926,台汽電,103.74,63.40,"1,401.00",7.04,51.84,44.03,8.28,1.42,0.21,5.17,9.06,17.85,23.23,1.82
8940,新天地,77.35,55.32,9.75,27.77,13.14,6.86,53.20,1.54,0.72,6.20,15.83,23.02,7.62,1.58
8996,高力,271.32,141.68,22.85,6.19,58.96,2.45,148.97,2.50,0.96,13.43,24.21,81.63,13.33,6.45
910322,康師傅-DR,70.13,47.57,"1,020.68",47.01,7.76,11.48,31.79,3.73,1.43,6.92,20.48,"2,430.06",4.37,2.4
9105,泰金寶-DR,144.86,109.35,180.56,4.45,82.02,7.55,48.34,8.20,1.63,1.20,4.92,16.27,0.74,0.15
910861,神州-DR,149.79,129.28,-947.94,4.70,77.65,9.86,37.01,25.00,0.85,-5.68,-13.76,-754.32,-7.23,-4.26
9110,越南控-DR,184.88,140.95,174.97,3.65,100.00,3.67,99.45,25.55,0.90,1.44,3.3,159.76,1.60,0.06
911622,泰聚亨-DR,213.43,74.23,358.98,22.00,16.59,3.07,118.89,2.29,0.93,3.13,2.97,3.73,2.44,0.21
911868,同方友友-DR,676.35,590.97,27.56,6.29,58.02,2.64,138.25,40.04,0.45,1.60,1.79,21.91,3.41,0.05
912000,晨訊科-DR,333.94,311.99,84.84,6.78,53.83,3.01,121.26,7.85,0.25,16.03,22.76,194.52,61.25,0.63
9136,巨騰-DR,120.28,87.40,無,2.83,128.97,3.44,106.10,無,無,無,-4.63,無,無,-1.07
9802,鈺齊-KY,169.86,124.70,"2,713.11",4.85,75.25,3.75,97.33,1.98,0.81,7.47,11.96,106.85,8.86,7.87
9902,台火,761.17,664.39,108.01,7.61,47.96,2.33,156.65,2.66,0.21,2.35,2.54,3.21,10.77,0.32
9904,寶成,185.76,131.53,6.92,8.59,42.49,3.73,97.85,4.05,0.75,5.68,8.3,66.06,6.47,3.61
9905,大華,341.04,267.74,"2,878.46",5.65,64.60,3.95,92.40,3.75,0.77,4.06,5.68,19.43,5.26,1.45
9906,欣巴巴,128.52,8.90,345.65,"2,536.00",0.14,0.28,"1,303.57","1,499.87",0.37,5.42,36.53,80.50,13.96,6.24
9907,統一實,193.11,119.97,6.54,7.88,46.31,6.90,52.89,1.96,1.04,2.20,2.83,6.49,1.69,0.43
9908,大台北,331.33,322.79,"98,813.79",9.41,38.78,16.80,21.72,0.67,0.18,6.23,8.6,26.48,35.03,2.32
9910,豐泰,166.02,97.51,"2,897.08",10.13,36.03,7.69,47.46,4.02,1.68,11.06,20.97,71.71,6.35,5.04
9911,櫻花,174.94,131.36,208.31,6.87,53.12,4.37,83.52,3.86,0.90,11.82,18.23,61.74,12.96,4.9
9912,偉聯,129.90,51.20,-6.86,9.96,36.64,1.25,292.00,4.01,0.68,-3.22,-7.1,-10.12,-5.84,-0.59
9914,美利達,143.42,56.26,13.03,8.79,41.52,2.19,166.66,11.83,0.71,4.91,8.35,91.97,6.60,5.66
9917,中保科,115.21,97.65,29.37,9.90,36.86,6.57,55.55,1.87,0.65,10.28,20.49,70.74,15.36,5.85
9918,欣天然,235.64,231.44,"2,206.97",9.25,39.45,31.25,11.68,0.77,0.34,6.42,11.56,23.09,18.41,2.0
9919,康那香,253.87,206.39,22.94,3.03,120.46,2.95,123.72,0.88,0.40,9.56,24.9,60.29,22.42,3.37
9921,巨大,176.55,74.18,5.27,4.91,74.33,1.50,243.33,5.88,0.86,4.76,10.15,122.41,4.42,8.68
9924,福興,288.62,242.16,161.07,5.68,64.26,5.98,61.03,3.07,0.96,10.12,13.78,67.75,10.44,5.03
9925,新保,165.88,158.00,29.26,11.37,32.10,無,無,1.79,0.43,5.77,8.5,30.97,13.07,2.43
9926,新海,155.26,141.15,"1,947.25",9.23,39.54,無,無,0.66,0.29,5.87,12.58,31.88,20.43,2.61
9927,泰銘,682.11,502.47,"21,442.00",9.03,40.42,3.34,109.28,17.31,1.24,13.53,16.0,76.24,10.82,5.94
9928,中視,23.29,16.47,0.83,6.74,54.15,無,無,0.40,0.27,0.76,-2.0,-1.26,-0.86,-0.14
9929,秋雨,145.28,120.69,-5.55,5.15,70.87,9.14,39.93,2.72,0.39,-6.88,-15.93,-13.84,-20.12,-1.04
9930,中聯資源,98.23,78.19,13.26,10.78,33.85,13.31,27.42,2.21,1.01,7.55,13.84,42.63,6.92,3.38
9931,欣高,84.72,47.91,15.14,8.50,42.94,1.40,260.71,0.47,0.21,3.04,6.85,17.90,14.19,1.44
9933,中鼎,107.93,101.08,5.68,6.21,58.77,無,無,6.67,1.01,2.44,10.67,43.57,1.83,2.39
9934,成霖,154.10,92.39,4.58,7.80,46.79,3.00,121.66,7.94,1.14,4.90,11.45,19.85,3.30,1.52
9935,慶豐富,232.11,162.76,2.66,3.03,120.46,3.90,93.58,1.96,0.68,2.59,4.59,8.88,2.29,0.6
9937,全國,23.66,18.66,36.66,162.16,2.25,72.28,5.04,4.10,1.99,6.52,14.37,31.48,3.19,2.53
9938,百和,106.42,63.30,1.76,5.82,62.71,1.44,253.47,0.74,0.39,2.43,1.95,15.80,2.23,1.95
9939,宏全,134.74,97.06,"1,239.14",6.15,59.34,6.90,52.89,1.45,0.70,7.48,16.0,109.69,9.69,8.6
9940,信義,246.56,146.73,14.47,9.83,37.13,0.22,"1,659.09",1.64,0.44,5.86,14.47,32.16,12.47,2.39
9941,裕融,102.89,100.47,2.70,無,無,無,無,1.54,0.14,3.61,16.99,129.99,15.43,11.07
9942,茂順,376.65,255.45,218.21,3.38,107.98,2.46,148.37,2.83,0.91,18.70,26.33,159.80,20.48,11.77
9943,好樂迪,219.59,212.48,87.20,67.01,5.44,58.07,6.28,3.19,0.49,13.20,19.14,70.52,26.89,8.81
9944,新麗,231.33,195.91,13.76,6.70,54.47,3.49,104.58,0.98,0.35,3.29,5.04,34.07,8.34,1.49
9945,潤泰新,144.84,42.09,945.22,8.92,40.91,0.66,553.03,4.89,0.16,5.70,8.24,34.50,32.96,2.65
9946,三發地產,219.72,37.65,148.63,44.57,8.18,0.06,"6,083.33",12.60,0.06,1.56,1.37,2.88,9.23,0.27
9955,佳龍,73.12,24.46,-1.61,38.70,9.43,2.46,148.37,0.56,0.40,-1.99,-6.03,-7.91,-7.16,-0.79
9958,世紀鋼,170.68,72.39,5.46,11.88,30.72,1.65,221.21,1.01,0.45,5.06,11.2,71.24,9.23,4.46
