新聞編號,網址,標題,摘要,關鍵字,內容,發布時間,類別,類別號碼,情感分類,情感得分
5639911,https://news.cnyes.com/news/id/5639911,國內首例造林碳匯註冊通過 南投東埔蚋溪案場估可取得605噸碳權,以「東埔蚋溪綠美化場地植樹」案場向環境部提出首例註冊申請，於上週五 (12 日) 經環境部審查通過，完成國內首例造林與植林碳匯專案註冊，通過該專案造林面積約 2.25 公頃，預計 30 年可取得減碳額度約 605 公噸二氧化碳當量的碳權。,"['經濟部水利署', '森林', '碳匯', '環境部', '東埔蚋溪']","經濟部水利署第四河川分署今 (16) 宣布，以南投「東埔蚋溪綠美化場地植樹」案場向環境部提出首例註冊申請，於上週五 (12 日) 經環境部審查通過，完成國內首例造林與植林碳匯專案註冊，通過該專案造林面積約 2.25 公頃，預計 30 年可取得減碳額度約 605 公噸二氧化碳當量的碳權。

環境部「溫室氣體造林與植林碳匯專案項目」透過種樹換得碳權，亦有「綠碳」之稱。水利署表示，面對氣候變遷的影響，國家以 2050 年淨零碳排為目標後，水利署也積極配合參與推動。一方面以減少碳排放 50% 為目標啟動水利工程減碳作為；另一方面納入植樹固碳思維，增加轄管土地植樹綠美化工作，以提高植樹碳匯量能。

經濟部水利署第四河川分署挑選東埔蚋溪綠美化場地做為申請註冊案場，自 111 年起推動申請造林與植林碳匯專案註冊，從案場開始進行種樹再至基線調查，於 112 年 3 月 16 日經第三方機構確證後，最後向環境部提出專案註冊申請，該案場並由南投縣東埔蚋溪環境生態協會負責土地認養維護工作，未來透過在地協會協助維護與定期巡視植林情形，以確保樹木存活率，取得預期碳權量，併節省政府維護人力與經費負擔。

水利署指出，該案已成功通過「造林與植林」碳匯專案申請註冊首例，就國內減碳政策推動極具指標性意義，也為未來推動專案創造了先例，可望鼓勵更多企業與單位來參與。
",2024-07-16 10:49:54,台股新聞,827,正面,12
5639885,https://news.cnyes.com/news/id/5639885,金管會：王麗惠升任保險局長 林志憲出任法律事務處長,金管會宣布，保險局長施瓊華及法律事務處長徐萃文於今 (2024) 年 7 月 16 日退休，遺缺由金管會參事王麗惠陞任及保險局副局長林志憲調任，今起生效。,"['金管會', '保險局', '王麗惠']","金管會宣布，保險局長施瓊華及法律事務處長徐萃文於今 (2024) 年 7 月 16 日退休，遺缺由金管會參事王麗惠升任及保險局副局長林志憲調任，今起生效。

新任保險局長王麗惠畢業於政治大學財稅學系，並取得政大保險研究所碩士、美國波士頓大學精算研究所碩士，曾任財政部科長及金管會保險局科長、副組長、組長、主任秘書、副局長、金管會參事。

林志憲自東海大學法律學系畢業，曾任行政院科長；金管會保險局專門委員、副組長；教育部專門委員、副處長；行政院大陸委員會參事；國家發展委員會參事；金融監督管理委員會處長；金融監督管理委員會保險局副局長。
",2024-07-16 10:44:05,台股新聞,827,正面,6
5639907,https://news.cnyes.com/news/id/5639907,川普遭槍擊勝選率攀高，如何影響金融市場？美股台股投資人怎麼因應？,,"['趨勢分析', '永豐金證券', '川普', '美股']","一、川普遇刺，勝選機率提高

美國時間 7/13 下午 6 時 8 分，前總統川普在賓州巴特勒市造勢演說，突然遭到槍擊，高舉右手喊出「Fight ! Fight ! Fight !」的畫面，無論是否支持川普的人心中都留下非常深刻印象。此外，川普在他的社交媒體與他的競選團隊慰問被害者家屬，也公開表示並不畏懼暴力，並且呼籲美國人要團結起來。相對於深陷辯論失利和黨內逼宮的美國總統拜登，川普與公關公司一系列的操作讓川普支持度迅速飆升，支持者進一步增加。



根據博弈網站 realclearpolling 將賭盤勝率轉換成平均勝選機率，7/14 已上升至 65%，oddschecker 顯示川普在總統選舉方面對上其他候選人更全數以讓分開出，遙遙領先共和黨內或民主黨候選人。RCP 綜合各家的最新民調來到 47.1%，領先拜登的 44.4%，若川普化危機為轉機，未來民調還可以進一步走高，距離重返白宮又更進一步。





二、川普遇刺後，關注三個焦點：國會選舉，以及事件對金融市場的短、中長期影響

三、美股觀點與投資策略：處變不驚，短期抓波動，長期看財報

四、台股觀點與投資策略

觀看完整內容請至豐雲學堂

延伸閱讀：

評等情報局本周下殺價
",2024-07-16 10:17:45,台股新聞,827,負面,-1
5634451,https://news.cnyes.com/news/id/5634451,〈焦點股〉欣興受惠AI產業加速推進 股價爆量挑戰200元大關,欣興在積極擬訂提高 AI 相關 PCB 及 IC 載板營收配置比重同時，也傳出打輝達 GB200 供應鏈，在下半年的 AI PC 產業加速推進同時 今 (15) 日爆量上攻漲逾 3.6%，最高價達 199 元。,"['欣興', '營收', '輝達', 'GB200']","欣興 (3037-TW) 在積極擬訂提高 AI 相關 PCB 及 IC 載板營收配置比重同時，也傳出打輝達 GB200 供應鏈，在下半年的 AI PC 產業加速推進同時 今 (15) 日爆量上攻漲逾 3.6%，最高價達 199 元爲前波高點之上，蓄勢挑戰 200 元的整數關卡。早盤欣興成交量已達 1.5 萬張。

欣興 2024 年第二季營收 287.74 億元，創 6 季以來新高，季增 5.58%，同時，2023 年同期，較也呈現 10.47% 的正成長。

大型 PCB 廠各廠也在積極進行產能配置的調整，欣興業績熱度也有升溫走勢， 欣興看好 AI 將是公司未來重要成長動能，AI 相關的 ABF 載板與 PCB 比重均可成長，其中以 AI 伺服器帶動的 HPC 與高速傳輸產品為發展主軸；同時，AI 晶片需要採用 ABF 載板，雖良率具挑戰，但平均單價高，隨 AI 應用領域擴大，搭配主流客戶出貨，可再增加 AI 產品比例，預估今年高階產品比重可望大幅提高。

欣興 2024 年第一季營收爲 264.02 億元，毛利率 16.26%，爲 13 季以來新低，季減 1.29 個百分點，年減 4.3 個百分點，稅後純益 24.34 億元，季減 16.27%，年減 40.57%，爲三季以來低點，每股純益爲 1.6 元。
",2024-07-16 10:09:45,台股新聞,827,正面,9
5639814,https://news.cnyes.com/news/id/5639814,〈焦點股〉宏碁資訊大漲近8% 挑戰波段高價350元,〈焦點股〉宏碁資訊大漲近 8% 挑戰波段高價 350 元,"['宏碁資訊', '焦點股', '雲端', 'AI']","資訊軟體服務商宏碁資訊 (6811-TW) 上半年合併營收 45.52 億元，年增 11.6%，創同期新高，其中，6 月合併營收創單月新高，反映有效搭上生成式 AI 服務的快速發展，今 (16) 日早盤股價大漲 8%，最高來到 347.5 元，即將挑戰 3 月初創下的波段高價 350 元。

宏碁資訊表示，業績成長的主因在於企業客戶持續上雲，增加採購雲端服務，同時，因應趨勢加碼投資人工智慧的各種運用，逐漸挹注新營收動能。

宏碁資訊三大主要業務包括雲端服務、加值產品和應用開發，其中，生成式 AI 加速器平台服務，目前已獲超過 30 家以上的企業和政府單位使用。

宏碁資訊強調，會積極扮演「企業生成式 AI 加速器」的角色，推動客服優化、程式優化和營運優化，引導企業逐步實現生成式 AI 應用。

法人樂觀看待，AI 狂潮不僅帶動半導體、記憶體，雲端服務商也迎來獲利光景。
",2024-07-16 10:08:33,台股新聞,827,正面,6
5639797,https://news.cnyes.com/news/id/5639797,〈焦點股〉正文轉型直供商業模式帶動營運 漲逾半根停板,網通廠正文 (4906-TW) 自去年下半年開始，由純代工逐步轉型為直供的商業模式，直接交貨給客戶。商業模式的轉變有望帶動正文獲利及毛利表現，激勵正文今 (16) 日開高走高，漲逾半根停板。,"['正文', '網通', '直接供貨']","網通廠正文 (4906-TW) 自去年下半年開始，由純代工逐步轉型為直供的商業模式，直接交貨給客戶。商業模式的轉變有望帶動正文獲利及毛利表現，激勵正文今 (16) 日開高走高，漲逾半根停板。 

正文今天早盤以 41.85 元開高走高，最高漲至 44.9 元，漲逾半根停板，截至 9 點 40 分，股價暫報 43.9 元，漲幅約 5.4%，成交量超過 8000 張。觀察三大法人近日籌碼動向，三大法人連續 4 個交易日買超，合計買超 1.2 萬張。 

正文過去為網通代工廠，主要客戶多為品牌商與系統整合業者，轉型為直接供貨模式，可以直接與電信業者合作，法人認為，直接供貨的模式，有助於正文的毛利率提升。 

法人指出，正文今年第一季直接供貨的比例約為 3 至 4 成，較去年第四季的 2 成提升，也帶動第一季毛利率，從去年第四季的 10.5%，提升至 12%，季增 1.5 個百分點。法人持續看好今年正文的直接供貨比重逐季增加。 
",2024-07-16 09:55:09,台股新聞,827,正面,7
5639806,https://news.cnyes.com/news/id/5639806,〈台股開盤〉台積電原地踏步 金融股撐盤 平盤附近量縮觀望,台股今 (16) 日在權值電子股依舊休兵，資金轉向金控與非半導體族群，帶動大盤穩步小漲，最高達 23967 點，漲幅在百點內，守穩十日線，預估今日成交量 4200 億元，持續較昨日收斂。,"['台股', '國巨', '華新科', '被動元件']","台股今 (16) 日在權值電子股依舊休兵，資金轉向金控與非半導體族群，帶動大盤穩步小漲，最高達 23967 點，漲幅在百點內，守穩十日線，預估今日成交量 4200 億元，持續較昨日收斂。

權值股普遍走弱，台積電 (2330-TW) 在平盤附近游走，鴻海 (2317-TW)、聯發科 (2454-TW) 跌幅都在 1% 左右，其他如廣達 (2382-TW)、日月光投控 (3711-TW) 跌幅也都大於 1%，富邦金 (2881-TW)、國泰金 (2882-TW) 逆勢撐盤，推動大盤上漲。

今日市場焦點轉移至被動元件，龍頭股國巨 (2327-TW) 強漲超過半根，重返 800 元大關，創下近六年來新高，華新科 (2492-TW)、臺慶科 (3357-TW)、佳邦 (6284-TW) 等也都躍居盤上，族群漲勢相當凌厲。

ASIC 族群也一片紅通通，巨有科技 (8227-TW)、智原 (3035-TW)、安國 (8054-TW) 漲幅都達 6%，其他如威盛 (2388-TW)、金麗科 (3228-TW)、創意 (3443-TW) 漲幅也都在 2% 以上。
",2024-07-16 09:54:35,台股盤勢,829,中性,0
5639296,https://news.cnyes.com/news/id/5639296,五大發卡行上半年刷出1.65兆元 中信銀奪雙冠王、玉山銀單月破千億,國內前五大發卡行公布最新 6 月信用卡情形，中信銀單月破千億、累計上半年破 4000 億元，奪下刷卡雙冠王，同時也是 6 月的發卡王，值得注意的是，玉山銀單月同步衝破千億，登上刷卡亞軍,"['刷卡', '簽帳金額', '銀行', '中信銀', '國泰世華銀行', '玉山銀行', '北富銀', '台新銀']","國內前五大發卡行公布最新 6 月信用卡情形，中信銀單月破千億、累計上半年破 4000 億元，奪下刷卡雙冠王，同時也是 6 月的發卡王，值得注意的是，玉山銀單月同步衝破千億，登上刷卡亞軍。五大發卡行 6 月簽帳金額合計為 4190 億元，主要受惠上月報稅旺季稅款入帳，累計上半年刷卡量合計 1.65 兆元，全年可望改寫史上新高。

觀察 6 月五大發卡行刷卡情形，根據各家銀行統計，中信銀以 1112 億元奪下刷卡王寶座；玉山銀也一舉破千億大關，達 1025 億元，締新猷，並直衝第二名，月增超過 1 倍；國泰世華銀以 917 億元居第三，同創最佳紀錄；北富銀和台新銀皆為 567 億元，分列第四、五名。

觀察單月發卡數，中信銀以 6.8 萬張穩居發卡王，其次為玉山銀 5.9 萬張，國泰世華銀同為 5.9 萬張，居第三，北富銀 5.7 萬張、台新銀 4.8 萬張，分列第四、五名。

累計上半年簽帳金額，中信銀衝破 4000 億元，達 4053 億元，寫下歷史同期新高，領先國泰世華銀行的 3748 億元，第三為玉山銀 3215 億元，第四、五名分別為北富銀、台新銀的 2980 億元、2554 億元。

流通卡數方面，中信銀仍為第一，達 931.2 萬張，其次為北富銀的 744 萬張，其餘依序為國泰世華銀 734 萬張、玉山銀 726 萬張、台新銀 651 萬張。



中信銀旗下擁有 LINE Pay 卡、中油聯名卡，6 月刷卡量雖難以突破去年創下的天花板 1218 億元，但累計上半年簽帳金額年增 6.3%，續創歷年同期新高，單月刷卡量成長主因為民眾出國旅遊及外出用餐購物需求增溫，帶動旅遊、餐飲、超市、超商等消費金額增加。

玉山銀簽帳金額突破千億，寫下最強 6 月佳績，旗下擁有熊本熊卡、U Bear 卡、Pi 拍錢包信用卡等卡片，該行指出，6 月主要簽帳來源包括稅款、旅遊及國外消費，許多持卡人已習慣使用信用卡繳稅，挹注簽帳成長逾 10%，旅遊與國外消費則在暑假高峰期表現突出，占整體簽帳也達 10% 以上。

國泰世華銀表示，6 月受惠綜所稅簽帳金額成長，加上主力 CUBE 卡各項權益方案回饋有效吸引民眾刷卡消費，其中「趣旅行」方案帶動海外簽帳較去年同期成長近 45%，整體旅遊消費成長 30%。

北富銀 6 月信用卡簽帳金額 568 億元，較去年同期成長 28%，較上月增加 12.25%，主要為綜所稅刷卡金額於 6 月上旬入帳，除了稅款貢獻外，量販超市及旅遊類別 (包含海外消費、旅行社及航空公司等相關場域)，三大類別消費佔比近 45%。 北富銀信用卡 6 月發卡量 5.8 萬張，主要貢獻來自 Costco 聯名卡、 J 卡及 momo 卡。

至於接下來信用卡業務發展策略，北富銀表示，因應暑假旅遊旺季卡友消費需求，對各項旅遊相關場域包含行前於旅行社及航空公司購買行程或機票、訂房網訂房、到旅遊期間免稅店及海外實體通路消費，均提供刷卡優惠滿足消費需求。此外，並依北富銀目前最熱門的信用卡產品，針對其客群的消費偏好屬性推出活動。
",2024-07-16 08:58:54,台股新聞,827,正面,17
5639604,https://news.cnyes.com/news/id/5639604,黃仁勳+馬斯克直指機器人股票就是明燈，到底如何把握切入機會？,,"['趨勢分析', '陳冠廷', '馬斯克', '黃仁勳', '機器人概念股', '所羅門', '圓剛', '百達-KY', '慶騰', '昆盈', '佳能', '廣明', '能率', '羅昇', '穎漢', '盟立', '聰泰', '摩爾投顧']","7/15 盤勢漲最多的族群是營建和生技，資金輪到傳產或生技在漲的時候，通常電子科技相關的就比較沒表現，今天也是這樣狀況，機器人族群今天是普遍回檔或震盪比較多。但機器人是充滿想像空間的未來趨勢，有趨勢有題材，有拉回休息，自然是佈局時機點，所以今天的重點就是，機器人族群該如何觀察與切入？

所羅門 (2359-TW): 7/4 創波段新高後隨即拉回，7/9 開始橫盤整理，7/15 量縮留小小下影線收紅，短線看是有止跌機會，但若要轉強的確認，就必須最少再往上創 7/11 的高點。

圓剛 (2417-TW): 7/8 創高後爆大量拉回，月和季線仍是走揚，可先觀察回測月線能否止跌進入整理，屆時就是佈局機會點。

百達 - KY(2236-TW): 7/2 突破盤整壓力區後創高走了一段趨勢，7/10 後開始壓回到 10 日線附近，108.5 變成新的壓力價，7/15 的低點附近會是支撐，後面整理可看何時轉強。

慶騰 (4534-TW): 7/15 跌破 10 日線，7/9 低點附近會是支撐，7/5 高點是壓力，後面很可能在 7/5-7/9 的高低點之間做整理。整理後往上創高機會仍是大。

昆盈 (2365-TW): 算是機器人族群裡領先創高的，7/15 小漲 2.4% 仍算強勢。

佳能 (2374-TW)、廣明 (6188-TW)、能率 (5392-TW): 壓回季線附近整理，仍是可佈局時機點。

羅昇 (8374-TW): 7/15 大漲 6.28% 已有稍微轉強的跡象。

穎漢 (4562-TW): 7/8-7/10 的高低點是壓力和支撐，短線股價可能在區間整理，但整理結束往上轉強機會仍大。

盟立 (2464-TW): 7/8-7/9 的高低點是壓力和支撐，短線股價可能在區間整理，但整理結束往上轉強機會仍大。

聰泰 (5474-TW): 7/4-7/15 都仍算創高後的整理，7/15 收十字線小漲 2.89% 算稍微轉強。

台股鈔能力 - 陳冠廷分析師

https://lin.ee/6rOzncL

更完整分析歡迎收看 7/15 盤後節目

https://youtu.be/F1kziYnu3T4



文章來源: 摩爾投顧 - 陳冠廷分析師

本公司所推薦分析之個別有價證券 無不當之財務利益關係 以往之績效不保證未來獲利 投資人應獨立判斷 審慎評估並自負投資風險
",2024-07-16 08:29:25,專家觀點,899,正面,12
5639593,https://news.cnyes.com/news/id/5639593,鉅亨速報 - Factset 最新調查：金像電(2368-TW)目標價調升至269元，幅度約3.86%,FactSet 最新調查：金像電(2368-TW)目標價調升，最高估值、最低估值、中位數、綜合評級、近5日股價、大盤表現、即時新聞資訊。,"['台股', '市場預估', '目標價']",根據FactSet最新調查，共10位分析師，對金像電(2368-TW)提出目標價估值：中位數由259元上修至269元，調升幅度3.86%。其中最高估值330元，最低估值225元。綜合評級 - 共有10位分析師給予金像電(2368-TW)評價：積極樂觀9位、保持中立1位、保守悲觀0位。金像電(2368-TW)今(15日)收盤價為223.5元。近5日股價下跌1.76%，相關零組件業近5日上漲0.88%，集中市場加權指數上漲0.01%，短期股價無明顯表現。最新相關新聞            鑫科創高~小聯發科創近期高~千金聯發科買不起~買小聯發科賺更多!            《價值型投資 最新產業研究報告》AI PCB基板 訂單爆表 金像電            台股創高，體感大跌，如何操作?佈局「隱藏綠電飆股」就對了!            投信近5日買超個股            投信近3日買超個股    資料來源：Factset，數據僅供參考，不作為投資建議。,2024-07-16 08:10:18,台股,826,負面,-5
5639592,https://news.cnyes.com/news/id/5639592,鉅亨速報 - Factset 最新調查：文曄(3036-TW)目標價調降至170元，幅度約5.56%,FactSet 最新調查：文曄(3036-TW)目標價調降，最高估值、最低估值、中位數、綜合評級、近5日股價、大盤表現、即時新聞資訊。,"['台股', '市場預估', '目標價']",根據FactSet最新調查，共7位分析師，對文曄(3036-TW)提出目標價估值：中位數由180元下修至170元，調降幅度5.56%。其中最高估值252元，最低估值125元。綜合評級 - 共有7位分析師給予文曄(3036-TW)評價：積極樂觀6位、保持中立1位、保守悲觀0位。文曄(3036-TW)今(15日)收盤價為119元。近5日股價上漲0%，相關電子通路近5日上漲3.34%，集中市場加權指數上漲0.01%，股價波動與大盤表現同步。最新相關新聞            營收速報 - 2024年7月10日台股大型公司6月營收一覽（新增68家）            營收速報  - 文曄(3036)6月營收759.10億元年增率高達86.13％            營收速報 - 2024年6月12日台股大型公司5月營收一覽（新增92家）            營收速報  - 文曄(3036)5月營收802.09億元年增率高達118.61％            〈ETF成分股調整〉景氣循環股成新寵！10檔人氣王出列 頎邦、瑞昱慘遭剔除    資料來源：Factset，數據僅供參考，不作為投資建議。,2024-07-16 08:10:16,台股,826,負面,-3
5639530,https://news.cnyes.com/news/id/5639530,營收速報 - 2024年7月16日台股中小型公司6月營收一覽（新增2家）,6月台股營收公布，2024年7月針對中小型公司前一日公布2家營收。截至目前6月營收公布共計1586家，其中營收年增大於+25％有409家，年增小於-20％有272家。| Anue鉅亨 - 台股營收,"['台股', '台股營收', '6月營收', '建材營造業', '聯上', '通信網路業', '合勤控']","本次公布6月營收一覽截至台北時間2024年7月16日07:55，彙整前一日公布6月營收的中小型公司(資本額&lt;50億)，共計1586家。下方分別以公布當日的年增率及月增率做前三名排行:本次公布營收年增率前3名成長排行                公司名稱        月營收        YoY                                    合勤控-通信網路業            23.03億            -5.7%                                竣邦-KY-紡織纖維            7,162萬            -19.6%                本次公布營收月增率前3名成長排行                公司名稱        月營收        MoM                                    合勤控-通信網路業            23.03億            10.6%                                竣邦-KY-紡織纖維            7,162萬            -39.5%                6月已公布營收一覽截至目前，已公布6月營收報告（資本額&lt;50億）的家數累計達1586家。其中營收年增大於 25％有409家，年增小於-20％有272家。    6月營收年增分布表現                                資本額規模            YoY 表現            家數                                            介於10～50億            &gt;= +25%            158家                            介於10～50億            &gt;= 0%            211家                            介於10～50億            &lt; 0%            154家                            介於10～50億            &lt;= -20%            188家                                                    資本額規模            YoY 表現            家數                                            小於10億            &gt;= +25%            251家                            小於10億            &gt;= 0%            300家                            小於10億            &lt; 0%            238家                            小於10億            &lt;= -20%            188家                    6月營收年增率前5名成長排行                公司名稱        月營收        YoY                                    聯上-建材營造業            5.84億            648940.0%                                富宇-建材營造業            3.37億            635918.9%                                台睿-生技醫療業            14萬            6900.0%                                華固-建材營造業            7.10億            5369.1%                                三鼎生技-生技醫療業            3,531萬            3828.0%                6月營收月增率前5名成長排行                公司名稱        月營收        MoM                                    順天-建材營造業            18.65億            5349.1%                                國光生-生技醫療業            7,175萬            5095.3%                                瑞築-建材營造業            104萬            5090.0%                                帝圖-文化創意業            4,796萬            4958.8%                                三鼎生技-生技醫療業            3,531萬            4164.9%                最新相關新聞            GBP/USD：英國和美國數據利多，英鎊升至一年高點1.2985美元            〈紐約匯市〉鮑爾談通膨釋出鴿派訊號 美元走低            歐元兌美元報1.0913,歐元區5月工業生產按月XX%            《神州經脈》次季GDP遜預期,FDI跌幅擴,財政部明日賣國債            美元兌瑞郎報0.8940,瑞士6月PPI按年跌1.9%    註：數據僅供參考，不作為投資建議。",2024-07-16 07:55:29,台股新聞,827,正面,1
5639528,https://news.cnyes.com/news/id/5639528,【鑫攻略早報】保瑞生技飆漲停!狂飆的比特幣台股選誰?,,"['趨勢分析', '亨達投顧', '邱鼎泰', '青雲', '美時', '藥華藥', '保瑞', '亞力', '華榮', '佳龍', '長榮', '金益鼎']","今晨美股收盤四大指數都收漲，但資金明顯回流非電子，道瓊上漲 0.5% 再創歷史新高。標普 500 指數漲約 0.2%。科技股那指漲 0.4%，費半則是持平小漲。金融市場的消息面都在川普遇襲未遂事件 (相關概念股?)，鮑爾則是再次暗示 FED 不會等到通膨降至 2% 才降息，市場對 9 月降息的預期已達約 95%。本週持續觀察企業財報。其他金融商品，原油小跌，紐約期金漲 0.5%，盤中最高來到 2045 美元 / 盎司，直逼 2454 美元的歷史新高。比特幣受到川普遭襲反而走出利空大漲 5.5%，現報 64200 美元 / 枚。台股夜盤收跌約 70 點。

其他重要個股，在科技股方面，蘋果 (AAPL-US 漲 1.6%，微軟(MSFT-US) 持平小漲，META-US 續跌 0.5%，亞馬遜 (AMZN-US) 跌 0.9%，谷歌 (GOOG-US) 漲 0.7%。輝達 (NVDA-US) 跌 0.6%，伺服器大廠美超微 (SMCI-US) 正式納入那指 100 指數成份股股價只小反彈一天，今晨回跌 1.3%，晶片大廠超微 (AMD-US) 跌約 1.0%，半導體權重股博通 (AVGO-US) 漲 0.8%，記憶體大廠美光 (MU-US) 跌 2.0%，台積電 ADR(TSM-US)跌 1.1%，特斯拉 (TSLA-US) 上漲 1.7%，AI PC 美股指標股英特爾 (INTC-US) 持平小跌，戴爾 (DELL-US) 跌 1.6%。兩檔減肥藥大廠諾和諾德 (NVO-US) 跌 0.5%，禮來 (LLY-US) 漲 0.2%，禮來股價再創歷史新高。BDI 指數持平小跌，不過上海集運指數歐線昨日大漲逾 7%，加薩停火不易? 如同老師之前所說的降息利多在小盤股尤其是非電子，以生技、工業、區域銀行為主的羅素 2000 指數上週週漲 6%，今晨再漲近 2.0% 是 2022 年來新高，科技股轉入次產業的生技股，那斯達克 NBI 生技指數上週週漲 6.7%，今晨續漲 0.2% 也同創 2022 年來新高。

台股昨日小跌 37 點，由於川普遇襲，當選機率升，華爾街就在週日的議論當天快速理出了所謂的『川普交易』也就是川普概念股，這其中就是以原油原物料和製藥廠地產股為重點，因為支持共和黨的金主也是以這幾類為主，無獨有偶，美股過去一週，科技股則略顯疲弱，銀行股又在週五發佈的財報不如市場的期等，大型銀行股紛紛重箭落馬，對利率降息較敏感的小型股 (小盤股以非電為主) 的個股持續飆高，其中羅素 2000 指數和屬於那斯達克的生技股 NBI 指數，此兩指數都在上週大漲逾 6%，並且同創 2022 年以來的新高。

台股昨天的內容，表現最強的就是生技股，整體生技股分類指數上漲 2.3%，其中老師上週特別盯矚的生技股王保瑞 (6472-TW) 直接攻上漲停，此波老師分 2 次在 6/24 日的 775 元和 7/4 日的 850 元帶會員連買 2 次，今天漲停是 946 元，又是 25% 的獲利空間，本週拼千元! 值得一提的是長期觀察本專欄的好朋友，都知道老師談結構，會常提到『重量級的個股的起漲，來自於第一支的漲停』的概念，保瑞是生技股王當然是生技股重量級的個股，加上美股的生技股也開始狂飆和月底的亞洲生技展，生技股的中長多已開始浮現了. 生技權王藥華藥 (6446-TW) 股價今天再創歷史高，上週在 281 元再度加碼美時(1795-TW)，大家可以等著看，一定會跟上生技股飆上來，如果投資朋友想要進場找生技股飆股，務必趕快加入老師的免費的會員影音。



老師提到『信賴產產』就是以生技搭配重電，而重電的華城 (1519-TW) 在重電類股中與生技股王保瑞，在結構上有相同的意義存在，也就是華城和保瑞的千元，都是引領生技和重電股的重要指標，昨天這兩檔分別收盤價是 946 元和元，本週若都能攻上千元，則生技和重電就是中長線大多頭。一樣看好亞力 (1514-TW) 和華榮(1608-TW)。

再來談談比特幣，也是標準的川普概念，川普在上月提出將作立加密貨幣大隊，近日比特幣在德國和 MT.GOX 交易所的賣壓利空下，拉回至 53000 美元 / 枚，附近，上週低檔有大量的低接買盤，過去一週比特幣 ETF 資金淨流入 11 億美元，週日的槍擊事件後，比特幣開始大漲，現在的報價己來到 64000 美元了，為何配合川普，共和黨還在最新的黨綱中加入了『終結對加密貨幣的打壓』條文，比特幣概念股今晨在美股狂飆均漲逾 15%。昨天麗臺 (2465-TW) 攻漲停，但從基本面來看老師最看好的是青雲 (5386-TW) 昨日小漲但又是一個好買點，把握上車的機會。

至於海運股，老師認為加薩停火，仍充滿變數，昨日上海集運指數歐線再度大漲逾 7.7%，以星航運 (ZIM-US) 也大漲逾 6%。運價利空逐漸出盡了，長榮 (2603-TW) 買點再現!!

美元大幅回落，黃金價格幾乎要挑戰歷史新高，有利於金屬原物料，概念股佳龍 (9955-TW) 金益鼎 (8390-TW) 和華榮 (1608-TW) 是老師近日推荐的個股。

不知如何選股的朋友，或想擁有飆股的好朋友，可以趕快去看老師的免費的會員影音和老師 YT 的『台股鑫攻略』。

操作難度提高了，投資朋友若有操作上或持股的問題歡迎加入老師的 LINE。LINE 好友連結 : https://lin.ee/5fbMyC2。

最新影音 (請點影音上方標題至 Youtube 收視品質會更佳)



您可以點選下方黃色圖，股票健診或詢問入會，將有專人會協助您!



台股鑫攻略，帶您掌握全世界，跟著邱老師，穩中求勝才是您的最佳操作策略。台股鑫熱線 02-2653-8299。

文章來源：邱鼎泰分析師 / 亨達投顧

本公司所推薦分析之個別有價證券 無不當之財務利益關係 以往之績效不保證未來獲利 投資人應獨立判斷 審慎評估並自負投資風險
",2024-07-16 07:41:15,台股新聞,827,正面,6
